Start time: 1684029157087
[2023-05-13 21:52:37.185966] PING 3.129.108.199 (3.129.108.199) 38(66) bytes of data.
[2023-05-13 21:52:37.186484] 46 bytes from 3.129.108.199: icmp_seq=1 ttl=48 time=49.1 ms
[2023-05-13 21:52:37.366245] 46 bytes from 3.129.108.199: icmp_seq=2 ttl=48 time=47.2 ms
[2023-05-13 21:52:37.566231] 46 bytes from 3.129.108.199: icmp_seq=3 ttl=48 time=46.2 ms
[2023-05-13 21:52:37.791104] 46 bytes from 3.129.108.199: icmp_seq=4 ttl=48 time=70.3 ms
[2023-05-13 21:52:37.975098] 46 bytes from 3.129.108.199: icmp_seq=5 ttl=48 time=53.3 ms
[2023-05-13 21:52:38.175274] 46 bytes from 3.129.108.199: icmp_seq=6 ttl=48 time=52.4 ms
[2023-05-13 21:52:38.376756] 46 bytes from 3.129.108.199: icmp_seq=7 ttl=48 time=52.7 ms
[2023-05-13 21:52:38.582315] 46 bytes from 3.129.108.199: icmp_seq=8 ttl=48 time=57.8 ms
[2023-05-13 21:52:38.776171] 46 bytes from 3.129.108.199: icmp_seq=9 ttl=48 time=51.2 ms
[2023-05-13 21:52:38.977107] 46 bytes from 3.129.108.199: icmp_seq=10 ttl=48 time=51.2 ms
[2023-05-13 21:52:39.176096] 46 bytes from 3.129.108.199: icmp_seq=11 ttl=48 time=49.3 ms
[2023-05-13 21:52:39.376274] 46 bytes from 3.129.108.199: icmp_seq=12 ttl=48 time=48.4 ms
[2023-05-13 21:52:39.579252] 46 bytes from 3.129.108.199: icmp_seq=13 ttl=48 time=50.3 ms
[2023-05-13 21:52:39.778192] 46 bytes from 3.129.108.199: icmp_seq=14 ttl=48 time=48.3 ms
[2023-05-13 21:52:39.987406] 46 bytes from 3.129.108.199: icmp_seq=15 ttl=48 time=56.5 ms
[2023-05-13 21:52:40.185976] 46 bytes from 3.129.108.199: icmp_seq=16 ttl=48 time=53.9 ms
[2023-05-13 21:52:40.385395] 46 bytes from 3.129.108.199: icmp_seq=17 ttl=48 time=52.7 ms
[2023-05-13 21:52:40.587710] 46 bytes from 3.129.108.199: icmp_seq=18 ttl=48 time=54.4 ms
[2023-05-13 21:52:40.786335] 46 bytes from 3.129.108.199: icmp_seq=19 ttl=48 time=52.0 ms
[2023-05-13 21:52:40.985025] 46 bytes from 3.129.108.199: icmp_seq=20 ttl=48 time=50.2 ms
[2023-05-13 21:52:41.185469] 46 bytes from 3.129.108.199: icmp_seq=21 ttl=48 time=49.6 ms
[2023-05-13 21:52:41.386340] 46 bytes from 3.129.108.199: icmp_seq=22 ttl=48 time=50.3 ms
[2023-05-13 21:52:41.586275] 46 bytes from 3.129.108.199: icmp_seq=23 ttl=48 time=49.1 ms
[2023-05-13 21:52:41.788065] 46 bytes from 3.129.108.199: icmp_seq=24 ttl=48 time=50.2 ms
[2023-05-13 21:52:41.994503] 46 bytes from 3.129.108.199: icmp_seq=25 ttl=48 time=55.8 ms
[2023-05-13 21:52:42.185333] 46 bytes from 3.129.108.199: icmp_seq=26 ttl=48 time=46.1 ms
[2023-05-13 21:52:42.391498] 46 bytes from 3.129.108.199: icmp_seq=27 ttl=48 time=51.4 ms
[2023-05-13 21:52:42.596209] 46 bytes from 3.129.108.199: icmp_seq=28 ttl=48 time=55.0 ms
[2023-05-13 21:52:42.796440] 46 bytes from 3.129.108.199: icmp_seq=29 ttl=48 time=54.6 ms
[2023-05-13 21:52:42.995300] 46 bytes from 3.129.108.199: icmp_seq=30 ttl=48 time=53.3 ms
[2023-05-13 21:52:43.195282] 46 bytes from 3.129.108.199: icmp_seq=31 ttl=48 time=52.3 ms
[2023-05-13 21:52:43.402151] 46 bytes from 3.129.108.199: icmp_seq=32 ttl=48 time=58.2 ms
[2023-05-13 21:52:43.595281] 46 bytes from 3.129.108.199: icmp_seq=33 ttl=48 time=50.5 ms
[2023-05-13 21:52:43.800480] 46 bytes from 3.129.108.199: icmp_seq=34 ttl=48 time=54.6 ms
[2023-05-13 21:52:43.997272] 46 bytes from 3.129.108.199: icmp_seq=35 ttl=48 time=51.3 ms
[2023-05-13 21:52:44.203095] 46 bytes from 3.129.108.199: icmp_seq=36 ttl=48 time=56.3 ms
[2023-05-13 21:52:44.395514] 46 bytes from 3.129.108.199: icmp_seq=37 ttl=48 time=47.6 ms
[2023-05-13 21:52:44.596294] 46 bytes from 3.129.108.199: icmp_seq=38 ttl=48 time=48.2 ms
[2023-05-13 21:52:44.796429] 46 bytes from 3.129.108.199: icmp_seq=39 ttl=48 time=47.4 ms
[2023-05-13 21:52:45.007208] 46 bytes from 3.129.108.199: icmp_seq=40 ttl=48 time=57.1 ms
[2023-05-13 21:52:45.196410] 46 bytes from 3.129.108.199: icmp_seq=41 ttl=48 time=46.6 ms
[2023-05-13 21:52:45.406415] 46 bytes from 3.129.108.199: icmp_seq=42 ttl=48 time=55.3 ms
[2023-05-13 21:52:45.610415] 46 bytes from 3.129.108.199: icmp_seq=43 ttl=48 time=58.2 ms
[2023-05-13 21:52:45.815501] 46 bytes from 3.129.108.199: icmp_seq=44 ttl=48 time=62.3 ms
[2023-05-13 21:52:46.005301] 46 bytes from 3.129.108.199: icmp_seq=45 ttl=48 time=51.3 ms
[2023-05-13 21:52:46.205428] 46 bytes from 3.129.108.199: icmp_seq=46 ttl=48 time=51.3 ms
[2023-05-13 21:52:46.406392] 46 bytes from 3.129.108.199: icmp_seq=47 ttl=48 time=51.2 ms
[2023-05-13 21:52:46.607115] 46 bytes from 3.129.108.199: icmp_seq=48 ttl=48 time=51.0 ms
[2023-05-13 21:52:46.806436] 46 bytes from 3.129.108.199: icmp_seq=49 ttl=48 time=49.6 ms
[2023-05-13 21:52:47.006411] 46 bytes from 3.129.108.199: icmp_seq=50 ttl=48 time=49.3 ms
[2023-05-13 21:52:47.206651] 46 bytes from 3.129.108.199: icmp_seq=51 ttl=48 time=49.6 ms
[2023-05-13 21:52:47.405160] 46 bytes from 3.129.108.199: icmp_seq=52 ttl=48 time=46.8 ms
