Start time: 1691267308729
[2023-08-05 16:28:28.844309] PING 54.197.223.49 (54.197.223.49) 38(66) bytes of data.
[2023-08-05 16:28:28.844743] 46 bytes from 54.197.223.49: icmp_seq=1 ttl=53 time=54.4 ms
[2023-08-05 16:28:29.014220] 46 bytes from 54.197.223.49: icmp_seq=2 ttl=53 time=45.8 ms
[2023-08-05 16:28:29.196828] 46 bytes from 54.197.223.49: icmp_seq=3 ttl=53 time=29.0 ms
[2023-08-05 16:28:29.417082] 46 bytes from 54.197.223.49: icmp_seq=4 ttl=53 time=48.3 ms
[2023-08-05 16:28:29.621863] 46 bytes from 54.197.223.49: icmp_seq=5 ttl=53 time=52.1 ms
[2023-08-05 16:28:29.814958] 46 bytes from 54.197.223.49: icmp_seq=6 ttl=53 time=44.3 ms
[2023-08-05 16:28:30.016617] 46 bytes from 54.197.223.49: icmp_seq=7 ttl=53 time=45.1 ms
[2023-08-05 16:28:30.213734] 46 bytes from 54.197.223.49: icmp_seq=8 ttl=53 time=42.6 ms
[2023-08-05 16:28:30.421579] 46 bytes from 54.197.223.49: icmp_seq=9 ttl=53 time=49.3 ms
[2023-08-05 16:28:30.614057] 46 bytes from 54.197.223.49: icmp_seq=10 ttl=53 time=40.7 ms
[2023-08-05 16:28:30.814007] 46 bytes from 54.197.223.49: icmp_seq=11 ttl=53 time=40.1 ms
[2023-08-05 16:28:31.014254] 46 bytes from 54.197.223.49: icmp_seq=12 ttl=53 time=39.4 ms
[2023-08-05 16:28:31.221545] 46 bytes from 54.197.223.49: icmp_seq=13 ttl=53 time=46.8 ms
[2023-08-05 16:28:31.413956] 46 bytes from 54.197.223.49: icmp_seq=14 ttl=53 time=38.6 ms
[2023-08-05 16:28:31.614086] 46 bytes from 54.197.223.49: icmp_seq=15 ttl=53 time=38.3 ms
[2023-08-05 16:28:31.817013] 46 bytes from 54.197.223.49: icmp_seq=16 ttl=53 time=40.1 ms
[2023-08-05 16:28:32.021605] 46 bytes from 54.197.223.49: icmp_seq=17 ttl=53 time=44.0 ms
[2023-08-05 16:28:32.213841] 46 bytes from 54.197.223.49: icmp_seq=18 ttl=53 time=36.5 ms
[2023-08-05 16:28:32.413901] 46 bytes from 54.197.223.49: icmp_seq=19 ttl=53 time=35.3 ms
[2023-08-05 16:28:32.617180] 46 bytes from 54.197.223.49: icmp_seq=20 ttl=53 time=37.4 ms
[2023-08-05 16:28:32.816809] 46 bytes from 54.197.223.49: icmp_seq=21 ttl=53 time=36.0 ms
