Start time: 1691434015705
[2023-08-07 14:46:55.818395] PING 54.197.223.49 (54.197.223.49) 38(66) bytes of data.
[2023-08-07 14:46:55.818904] 46 bytes from 54.197.223.49: icmp_seq=1 ttl=52 time=37.9 ms
[2023-08-07 14:46:55.981689] 46 bytes from 54.197.223.49: icmp_seq=2 ttl=52 time=30.3 ms
[2023-08-07 14:46:56.197630] 46 bytes from 54.197.223.49: icmp_seq=3 ttl=52 time=45.1 ms
[2023-08-07 14:46:56.397574] 46 bytes from 54.197.223.49: icmp_seq=4 ttl=52 time=44.1 ms
[2023-08-07 14:46:56.589560] 46 bytes from 54.197.223.49: icmp_seq=5 ttl=52 time=35.2 ms
[2023-08-07 14:46:56.798462] 46 bytes from 54.197.223.49: icmp_seq=6 ttl=52 time=43.3 ms
[2023-08-07 14:46:56.989610] 46 bytes from 54.197.223.49: icmp_seq=7 ttl=52 time=33.3 ms
[2023-08-07 14:46:57.192677] 46 bytes from 54.197.223.49: icmp_seq=8 ttl=52 time=35.4 ms
[2023-08-07 14:46:57.393637] 46 bytes from 54.197.223.49: icmp_seq=9 ttl=52 time=35.1 ms
[2023-08-07 14:46:57.589396] 46 bytes from 54.197.223.49: icmp_seq=10 ttl=52 time=30.2 ms
[2023-08-07 14:46:57.790463] 46 bytes from 54.197.223.49: icmp_seq=11 ttl=52 time=30.4 ms
[2023-08-07 14:46:57.998595] 46 bytes from 54.197.223.49: icmp_seq=12 ttl=52 time=37.4 ms
[2023-08-07 14:46:58.200596] 46 bytes from 54.197.223.49: icmp_seq=13 ttl=52 time=38.3 ms
[2023-08-07 14:46:58.402482] 46 bytes from 54.197.223.49: icmp_seq=14 ttl=52 time=39.2 ms
[2023-08-07 14:46:58.607573] 46 bytes from 54.197.223.49: icmp_seq=15 ttl=52 time=43.3 ms
[2023-08-07 14:46:58.801709] 46 bytes from 54.197.223.49: icmp_seq=16 ttl=52 time=36.3 ms
[2023-08-07 14:46:59.007524] 46 bytes from 54.197.223.49: icmp_seq=17 ttl=52 time=41.1 ms
[2023-08-07 14:46:59.205587] 46 bytes from 54.197.223.49: icmp_seq=18 ttl=52 time=39.3 ms
[2023-08-07 14:46:59.405486] 46 bytes from 54.197.223.49: icmp_seq=19 ttl=52 time=38.1 ms
[2023-08-07 14:46:59.602473] 46 bytes from 54.197.223.49: icmp_seq=20 ttl=52 time=34.3 ms
[2023-08-07 14:46:59.808606] 46 bytes from 54.197.223.49: icmp_seq=21 ttl=52 time=39.3 ms
[2023-08-07 14:47:00.002412] 46 bytes from 54.197.223.49: icmp_seq=22 ttl=52 time=32.2 ms
[2023-08-07 14:47:00.203500] 46 bytes from 54.197.223.49: icmp_seq=23 ttl=52 time=33.3 ms
[2023-08-07 14:47:00.403471] 46 bytes from 54.197.223.49: icmp_seq=24 ttl=52 time=32.3 ms
[2023-08-07 14:47:00.615595] 46 bytes from 54.197.223.49: icmp_seq=25 ttl=52 time=43.3 ms
[2023-08-07 14:47:00.816498] 46 bytes from 54.197.223.49: icmp_seq=26 ttl=52 time=43.3 ms
[2023-08-07 14:47:01.009562] 46 bytes from 54.197.223.49: icmp_seq=27 ttl=52 time=35.3 ms
[2023-08-07 14:47:01.218541] 46 bytes from 54.197.223.49: icmp_seq=28 ttl=52 time=44.4 ms
[2023-08-07 14:47:01.409465] 46 bytes from 54.197.223.49: icmp_seq=29 ttl=52 time=34.1 ms
[2023-08-07 14:47:01.616584] 46 bytes from 54.197.223.49: icmp_seq=30 ttl=52 time=40.4 ms
[2023-08-07 14:47:01.809463] 46 bytes from 54.197.223.49: icmp_seq=31 ttl=52 time=32.2 ms
[2023-08-07 14:47:02.010376] 46 bytes from 54.197.223.49: icmp_seq=32 ttl=52 time=32.4 ms
