Start time: 1684263955978
[2023-05-16 14:05:56.113720] PING 155.146.178.233 (155.146.178.233) 38(66) bytes of data.
[2023-05-16 14:05:56.114284] 46 bytes from 155.146.178.233: icmp_seq=1 ttl=53 time=40.9 ms
[2023-05-16 14:05:56.259515] 46 bytes from 155.146.178.233: icmp_seq=2 ttl=53 time=30.5 ms
[2023-05-16 14:05:56.469496] 46 bytes from 155.146.178.233: icmp_seq=3 ttl=53 time=39.2 ms
[2023-05-16 14:05:56.669471] 46 bytes from 155.146.178.233: icmp_seq=4 ttl=53 time=38.4 ms
[2023-05-16 14:05:56.869348] 46 bytes from 155.146.178.233: icmp_seq=5 ttl=53 time=37.3 ms
[2023-05-16 14:05:57.071602] 46 bytes from 155.146.178.233: icmp_seq=6 ttl=53 time=36.7 ms
[2023-05-16 14:05:57.269300] 46 bytes from 155.146.178.233: icmp_seq=7 ttl=53 time=36.1 ms
[2023-05-16 14:05:57.469596] 46 bytes from 155.146.178.233: icmp_seq=8 ttl=53 time=35.6 ms
[2023-05-16 14:05:57.669491] 46 bytes from 155.146.178.233: icmp_seq=9 ttl=53 time=35.2 ms
[2023-05-16 14:05:57.871381] 46 bytes from 155.146.178.233: icmp_seq=10 ttl=53 time=36.3 ms
[2023-05-16 14:05:58.069573] 46 bytes from 155.146.178.233: icmp_seq=11 ttl=53 time=33.6 ms
[2023-05-16 14:05:58.269833] 46 bytes from 155.146.178.233: icmp_seq=12 ttl=53 time=32.5 ms
[2023-05-16 14:05:58.469434] 46 bytes from 155.146.178.233: icmp_seq=13 ttl=53 time=30.9 ms
[2023-05-16 14:05:58.670943] 46 bytes from 155.146.178.233: icmp_seq=14 ttl=53 time=31.8 ms
[2023-05-16 14:05:58.869366] 46 bytes from 155.146.178.233: icmp_seq=15 ttl=53 time=29.8 ms
[2023-05-16 14:05:59.079492] 46 bytes from 155.146.178.233: icmp_seq=16 ttl=53 time=39.5 ms
[2023-05-16 14:05:59.278270] 46 bytes from 155.146.178.233: icmp_seq=17 ttl=53 time=37.2 ms
[2023-05-16 14:05:59.478510] 46 bytes from 155.146.178.233: icmp_seq=18 ttl=53 time=36.6 ms
[2023-05-16 14:05:59.679437] 46 bytes from 155.146.178.233: icmp_seq=19 ttl=53 time=36.3 ms
[2023-05-16 14:05:59.879502] 46 bytes from 155.146.178.233: icmp_seq=20 ttl=53 time=35.4 ms
[2023-05-16 14:06:00.079252] 46 bytes from 155.146.178.233: icmp_seq=21 ttl=53 time=34.3 ms
[2023-05-16 14:06:00.278357] 46 bytes from 155.146.178.233: icmp_seq=22 ttl=53 time=32.6 ms
[2023-05-16 14:06:00.486305] 46 bytes from 155.146.178.233: icmp_seq=23 ttl=53 time=39.4 ms
[2023-05-16 14:06:00.678458] 46 bytes from 155.146.178.233: icmp_seq=24 ttl=53 time=30.5 ms
[2023-05-16 14:06:00.878450] 46 bytes from 155.146.178.233: icmp_seq=25 ttl=53 time=29.3 ms
