Start time: 1684256317362
[2023-05-16 11:58:37.473331] PING 3.129.108.199 (3.129.108.199) 38(66) bytes of data.
[2023-05-16 11:58:37.473888] 46 bytes from 3.129.108.199: icmp_seq=1 ttl=52 time=55.9 ms
[2023-05-16 11:58:37.674393] 46 bytes from 3.129.108.199: icmp_seq=2 ttl=52 time=56.4 ms
[2023-05-16 11:58:37.908132] 46 bytes from 3.129.108.199: icmp_seq=3 ttl=52 time=89.2 ms
[2023-05-16 11:58:38.077337] 46 bytes from 3.129.108.199: icmp_seq=4 ttl=52 time=57.5 ms
[2023-05-16 11:58:38.275811] 46 bytes from 3.129.108.199: icmp_seq=5 ttl=52 time=54.2 ms
[2023-05-16 11:58:38.475019] 46 bytes from 3.129.108.199: icmp_seq=6 ttl=52 time=52.8 ms
[2023-05-16 11:58:38.671842] 46 bytes from 3.129.108.199: icmp_seq=7 ttl=52 time=48.5 ms
[2023-05-16 11:58:38.876206] 46 bytes from 3.129.108.199: icmp_seq=8 ttl=52 time=51.7 ms
[2023-05-16 11:58:39.080303] 46 bytes from 3.129.108.199: icmp_seq=9 ttl=52 time=54.5 ms
[2023-05-16 11:58:39.293936] 46 bytes from 3.129.108.199: icmp_seq=10 ttl=52 time=67.2 ms
[2023-05-16 11:58:39.475040] 46 bytes from 3.129.108.199: icmp_seq=11 ttl=52 time=47.7 ms
[2023-05-16 11:58:39.679493] 46 bytes from 3.129.108.199: icmp_seq=12 ttl=52 time=50.8 ms
[2023-05-16 11:58:39.885696] 46 bytes from 3.129.108.199: icmp_seq=13 ttl=52 time=57.0 ms
[2023-05-16 11:58:40.085896] 46 bytes from 3.129.108.199: icmp_seq=14 ttl=52 time=56.6 ms
[2023-05-16 11:58:40.298760] 46 bytes from 3.129.108.199: icmp_seq=15 ttl=52 time=68.5 ms
[2023-05-16 11:58:40.483258] 46 bytes from 3.129.108.199: icmp_seq=16 ttl=52 time=51.8 ms
[2023-05-16 11:58:40.704793] 46 bytes from 3.129.108.199: icmp_seq=17 ttl=52 time=73.3 ms
[2023-05-16 11:58:40.885989] 46 bytes from 3.129.108.199: icmp_seq=18 ttl=52 time=53.6 ms
[2023-05-16 11:58:41.086220] 46 bytes from 3.129.108.199: icmp_seq=19 ttl=52 time=52.5 ms
[2023-05-16 11:58:41.287004] 46 bytes from 3.129.108.199: icmp_seq=20 ttl=52 time=52.3 ms
[2023-05-16 11:58:41.488007] 46 bytes from 3.129.108.199: icmp_seq=21 ttl=52 time=52.6 ms
[2023-05-16 11:58:41.689922] 46 bytes from 3.129.108.199: icmp_seq=22 ttl=52 time=50.6 ms
[2023-05-16 11:58:41.910764] 46 bytes from 3.129.108.199: icmp_seq=23 ttl=52 time=73.5 ms
[2023-05-16 11:58:42.091189] 46 bytes from 3.129.108.199: icmp_seq=24 ttl=52 time=53.0 ms
[2023-05-16 11:58:42.290366] 46 bytes from 3.129.108.199: icmp_seq=25 ttl=52 time=52.3 ms
[2023-05-16 11:58:42.490183] 46 bytes from 3.129.108.199: icmp_seq=26 ttl=52 time=51.4 ms
[2023-05-16 11:58:42.717068] 46 bytes from 3.129.108.199: icmp_seq=27 ttl=52 time=77.5 ms
[2023-05-16 11:58:42.897030] 46 bytes from 3.129.108.199: icmp_seq=28 ttl=52 time=56.6 ms
[2023-05-16 11:58:43.094173] 46 bytes from 3.129.108.199: icmp_seq=29 ttl=52 time=52.7 ms
[2023-05-16 11:58:43.295912] 46 bytes from 3.129.108.199: icmp_seq=30 ttl=52 time=53.2 ms
[2023-05-16 11:58:43.508186] 46 bytes from 3.129.108.199: icmp_seq=31 ttl=52 time=64.6 ms
[2023-05-16 11:58:43.698394] 46 bytes from 3.129.108.199: icmp_seq=32 ttl=52 time=53.6 ms
[2023-05-16 11:58:43.905019] 46 bytes from 3.129.108.199: icmp_seq=33 ttl=52 time=59.2 ms
[2023-05-16 11:58:44.105217] 46 bytes from 3.129.108.199: icmp_seq=34 ttl=52 time=58.7 ms
[2023-05-16 11:58:44.312173] 46 bytes from 3.129.108.199: icmp_seq=35 ttl=52 time=64.3 ms
[2023-05-16 11:58:44.531096] 46 bytes from 3.129.108.199: icmp_seq=36 ttl=52 time=82.5 ms
[2023-05-16 11:58:44.701532] 46 bytes from 3.129.108.199: icmp_seq=37 ttl=52 time=52.1 ms
[2023-05-16 11:58:44.902571] 46 bytes from 3.129.108.199: icmp_seq=38 ttl=52 time=52.6 ms
[2023-05-16 11:58:45.097523] 46 bytes from 3.129.108.199: icmp_seq=39 ttl=52 time=46.6 ms
[2023-05-16 11:58:45.307604] 46 bytes from 3.129.108.199: icmp_seq=40 ttl=52 time=55.5 ms
[2023-05-16 11:58:45.521214] 46 bytes from 3.129.108.199: icmp_seq=41 ttl=52 time=68.1 ms
[2023-05-16 11:58:45.711967] 46 bytes from 3.129.108.199: icmp_seq=42 ttl=52 time=58.4 ms
[2023-05-16 11:58:45.910742] 46 bytes from 3.129.108.199: icmp_seq=43 ttl=52 time=56.2 ms
[2023-05-16 11:58:46.113320] 46 bytes from 3.129.108.199: icmp_seq=44 ttl=52 time=58.1 ms
[2023-05-16 11:58:46.317180] 46 bytes from 3.129.108.199: icmp_seq=45 ttl=52 time=61.2 ms
[2023-05-16 11:58:46.516968] 46 bytes from 3.129.108.199: icmp_seq=46 ttl=52 time=60.4 ms
[2023-05-16 11:58:46.716881] 46 bytes from 3.129.108.199: icmp_seq=47 ttl=52 time=59.6 ms
[2023-05-16 11:58:46.910072] 46 bytes from 3.129.108.199: icmp_seq=48 ttl=52 time=51.7 ms
[2023-05-16 11:58:47.121141] 46 bytes from 3.129.108.199: icmp_seq=49 ttl=52 time=61.6 ms
[2023-05-16 11:58:47.311204] 46 bytes from 3.129.108.199: icmp_seq=50 ttl=52 time=50.4 ms
[2023-05-16 11:58:47.515102] 46 bytes from 3.129.108.199: icmp_seq=51 ttl=52 time=53.4 ms
[2023-05-16 11:58:47.872801] 46 bytes from 3.129.108.199: icmp_seq=52 ttl=52 time=210 ms
[2023-05-16 11:58:47.925514] 46 bytes from 3.129.108.199: icmp_seq=53 ttl=52 time=53.5 ms
[2023-05-16 11:58:48.121776] 46 bytes from 3.129.108.199: icmp_seq=54 ttl=52 time=48.6 ms
[2023-05-16 11:58:48.327692] 46 bytes from 3.129.108.199: icmp_seq=55 ttl=52 time=54.3 ms
[2023-05-16 11:58:48.529682] 46 bytes from 3.129.108.199: icmp_seq=56 ttl=52 time=55.3 ms
[2023-05-16 11:58:48.725520] 46 bytes from 3.129.108.199: icmp_seq=57 ttl=52 time=50.4 ms
[2023-05-16 11:58:48.922187] 46 bytes from 3.129.108.199: icmp_seq=58 ttl=52 time=46.2 ms
[2023-05-16 11:58:49.130955] 46 bytes from 3.129.108.199: icmp_seq=59 ttl=52 time=54.4 ms
[2023-05-16 11:58:49.344992] 46 bytes from 3.129.108.199: icmp_seq=60 ttl=52 time=67.5 ms
[2023-05-16 11:58:49.532202] 46 bytes from 3.129.108.199: icmp_seq=61 ttl=52 time=53.7 ms
[2023-05-16 11:58:49.741087] 46 bytes from 3.129.108.199: icmp_seq=62 ttl=52 time=62.4 ms
[2023-05-16 11:58:49.926088] 46 bytes from 3.129.108.199: icmp_seq=63 ttl=52 time=46.6 ms
