Start time: 1684256922377
[2023-05-16 12:08:42.783680] PING 3.129.108.199 (3.129.108.199) 38(66) bytes of data.
[2023-05-16 12:08:42.784163] 46 bytes from 3.129.108.199: icmp_seq=1 ttl=46 time=355 ms
[2023-05-16 12:08:42.784219] 46 bytes from 3.129.108.199: icmp_seq=2 ttl=46 time=146 ms
[2023-05-16 12:08:42.895454] 46 bytes from 3.129.108.199: icmp_seq=3 ttl=46 time=57.3 ms
[2023-05-16 12:08:43.096610] 46 bytes from 3.129.108.199: icmp_seq=4 ttl=46 time=57.5 ms
[2023-05-16 12:08:43.299894] 46 bytes from 3.129.108.199: icmp_seq=5 ttl=46 time=59.8 ms
[2023-05-16 12:08:43.522754] 46 bytes from 3.129.108.199: icmp_seq=6 ttl=46 time=82.1 ms
[2023-05-16 12:08:43.720833] 46 bytes from 3.129.108.199: icmp_seq=7 ttl=46 time=79.3 ms
[2023-05-16 12:08:43.899808] 46 bytes from 3.129.108.199: icmp_seq=8 ttl=46 time=57.3 ms
[2023-05-16 12:08:44.099842] 46 bytes from 3.129.108.199: icmp_seq=9 ttl=46 time=56.4 ms
[2023-05-16 12:08:44.300062] 46 bytes from 3.129.108.199: icmp_seq=10 ttl=46 time=55.4 ms
[2023-05-16 12:08:44.499883] 46 bytes from 3.129.108.199: icmp_seq=11 ttl=46 time=54.2 ms
[2023-05-16 12:08:44.707128] 46 bytes from 3.129.108.199: icmp_seq=12 ttl=46 time=60.6 ms
[2023-05-16 12:08:44.900393] 46 bytes from 3.129.108.199: icmp_seq=13 ttl=46 time=53.6 ms
[2023-05-16 12:08:45.100443] 46 bytes from 3.129.108.199: icmp_seq=14 ttl=46 time=53.4 ms
[2023-05-16 12:08:45.303696] 46 bytes from 3.129.108.199: icmp_seq=15 ttl=46 time=55.6 ms
[2023-05-16 12:08:45.532898] 46 bytes from 3.129.108.199: icmp_seq=16 ttl=46 time=83.5 ms
[2023-05-16 12:08:45.709997] 46 bytes from 3.129.108.199: icmp_seq=17 ttl=46 time=59.5 ms
[2023-05-16 12:08:45.921306] 46 bytes from 3.129.108.199: icmp_seq=18 ttl=46 time=69.4 ms
[2023-05-16 12:08:46.123614] 46 bytes from 3.129.108.199: icmp_seq=19 ttl=46 time=71.5 ms
[2023-05-16 12:08:46.338373] 46 bytes from 3.129.108.199: icmp_seq=20 ttl=46 time=86.2 ms
[2023-05-16 12:08:46.515498] 46 bytes from 3.129.108.199: icmp_seq=21 ttl=46 time=62.5 ms
[2023-05-16 12:08:46.715816] 46 bytes from 3.129.108.199: icmp_seq=22 ttl=46 time=61.7 ms
[2023-05-16 12:08:46.916038] 46 bytes from 3.129.108.199: icmp_seq=23 ttl=46 time=61.5 ms
[2023-05-16 12:08:47.122281] 46 bytes from 3.129.108.199: icmp_seq=24 ttl=46 time=66.5 ms
[2023-05-16 12:08:47.315282] 46 bytes from 3.129.108.199: icmp_seq=25 ttl=46 time=58.4 ms
[2023-05-16 12:08:47.524652] 46 bytes from 3.129.108.199: icmp_seq=26 ttl=46 time=66.6 ms
[2023-05-16 12:08:47.715740] 46 bytes from 3.129.108.199: icmp_seq=27 ttl=46 time=57.5 ms
[2023-05-16 12:08:47.925557] 46 bytes from 3.129.108.199: icmp_seq=28 ttl=46 time=66.3 ms
[2023-05-16 12:08:48.134161] 46 bytes from 3.129.108.199: icmp_seq=29 ttl=46 time=73.9 ms
[2023-05-16 12:08:48.326159] 46 bytes from 3.129.108.199: icmp_seq=30 ttl=46 time=65.3 ms
[2023-05-16 12:08:48.525249] 46 bytes from 3.129.108.199: icmp_seq=31 ttl=46 time=63.5 ms
[2023-05-16 12:08:48.733581] 46 bytes from 3.129.108.199: icmp_seq=32 ttl=46 time=70.6 ms
[2023-05-16 12:08:48.922650] 46 bytes from 3.129.108.199: icmp_seq=33 ttl=46 time=59.4 ms
[2023-05-16 12:08:49.131323] 46 bytes from 3.129.108.199: icmp_seq=34 ttl=46 time=66.7 ms
[2023-05-16 12:08:49.333133] 46 bytes from 3.129.108.199: icmp_seq=35 ttl=46 time=68.0 ms
[2023-05-16 12:08:49.527150] 46 bytes from 3.129.108.199: icmp_seq=36 ttl=46 time=61.4 ms
[2023-05-16 12:08:49.725055] 46 bytes from 3.129.108.199: icmp_seq=37 ttl=46 time=58.4 ms
[2023-05-16 12:08:49.925411] 46 bytes from 3.129.108.199: icmp_seq=38 ttl=46 time=57.6 ms
[2023-05-16 12:08:50.141697] 46 bytes from 3.129.108.199: icmp_seq=39 ttl=46 time=73.7 ms
[2023-05-16 12:08:50.325579] 46 bytes from 3.129.108.199: icmp_seq=40 ttl=46 time=57.3 ms
[2023-05-16 12:08:50.536060] 46 bytes from 3.129.108.199: icmp_seq=41 ttl=46 time=66.8 ms
[2023-05-16 12:08:50.736048] 46 bytes from 3.129.108.199: icmp_seq=42 ttl=46 time=66.5 ms
[2023-05-16 12:08:50.935174] 46 bytes from 3.129.108.199: icmp_seq=43 ttl=46 time=64.6 ms
[2023-05-16 12:08:51.135625] 46 bytes from 3.129.108.199: icmp_seq=44 ttl=46 time=63.7 ms
[2023-05-16 12:08:51.343631] 46 bytes from 3.129.108.199: icmp_seq=45 ttl=46 time=71.4 ms
[2023-05-16 12:08:51.553699] 46 bytes from 3.129.108.199: icmp_seq=46 ttl=46 time=80.5 ms
[2023-05-16 12:08:51.750921] 46 bytes from 3.129.108.199: icmp_seq=47 ttl=46 time=76.5 ms
[2023-05-16 12:08:51.936077] 46 bytes from 3.129.108.199: icmp_seq=48 ttl=46 time=60.5 ms
