Start time: 1684264811390
[2023-05-16 14:20:11.479804] PING 3.129.108.199 (3.129.108.199) 38(66) bytes of data.
[2023-05-16 14:20:11.480091] 46 bytes from 3.129.108.199: icmp_seq=1 ttl=41 time=42.1 ms
[2023-05-16 14:20:11.681298] 46 bytes from 3.129.108.199: icmp_seq=2 ttl=41 time=42.8 ms
[2023-05-16 14:20:11.900163] 46 bytes from 3.129.108.199: icmp_seq=3 ttl=41 time=61.2 ms
[2023-05-16 14:20:12.088204] 46 bytes from 3.129.108.199: icmp_seq=4 ttl=41 time=48.3 ms
[2023-05-16 14:20:12.311669] 46 bytes from 3.129.108.199: icmp_seq=5 ttl=41 time=70.8 ms
[2023-05-16 14:20:12.483115] 46 bytes from 3.129.108.199: icmp_seq=6 ttl=41 time=41.8 ms
[2023-05-16 14:20:12.750369] 46 bytes from 3.129.108.199: icmp_seq=7 ttl=41 time=108 ms
[2023-05-16 14:20:12.925181] 46 bytes from 3.129.108.199: icmp_seq=8 ttl=41 time=82.4 ms
[2023-05-16 14:20:13.125516] 46 bytes from 3.129.108.199: icmp_seq=9 ttl=41 time=81.5 ms
[2023-05-16 14:20:13.325178] 46 bytes from 3.129.108.199: icmp_seq=10 ttl=41 time=80.1 ms
[2023-05-16 14:20:13.525179] 46 bytes from 3.129.108.199: icmp_seq=11 ttl=41 time=79.5 ms
[2023-05-16 14:20:13.725277] 46 bytes from 3.129.108.199: icmp_seq=12 ttl=41 time=78.3 ms
[2023-05-16 14:20:13.925146] 46 bytes from 3.129.108.199: icmp_seq=13 ttl=41 time=77.2 ms
[2023-05-16 14:20:14.125203] 46 bytes from 3.129.108.199: icmp_seq=14 ttl=41 time=76.3 ms
[2023-05-16 14:20:14.325154] 46 bytes from 3.129.108.199: icmp_seq=15 ttl=41 time=75.4 ms
[2023-05-16 14:20:14.503258] 46 bytes from 3.129.108.199: icmp_seq=16 ttl=41 time=52.6 ms
[2023-05-16 14:20:14.725289] 46 bytes from 3.129.108.199: icmp_seq=17 ttl=41 time=73.3 ms
[2023-05-16 14:20:14.902736] 46 bytes from 3.129.108.199: icmp_seq=18 ttl=41 time=49.8 ms
[2023-05-16 14:20:15.125371] 46 bytes from 3.129.108.199: icmp_seq=19 ttl=41 time=71.8 ms
[2023-05-16 14:20:15.325273] 46 bytes from 3.129.108.199: icmp_seq=20 ttl=41 time=71.3 ms
[2023-05-16 14:20:15.523401] 46 bytes from 3.129.108.199: icmp_seq=21 ttl=41 time=68.6 ms
[2023-05-16 14:20:15.730553] 46 bytes from 3.129.108.199: icmp_seq=22 ttl=41 time=74.4 ms
[2023-05-16 14:20:15.925315] 46 bytes from 3.129.108.199: icmp_seq=23 ttl=41 time=68.2 ms
[2023-05-16 14:20:16.127722] 46 bytes from 3.129.108.199: icmp_seq=24 ttl=41 time=69.8 ms
[2023-05-16 14:20:16.335180] 46 bytes from 3.129.108.199: icmp_seq=25 ttl=41 time=76.9 ms
