Start time: 1684014774486
[2023-05-13 17:52:54.574363] PING 3.129.108.199 (3.129.108.199) 38(66) bytes of data.
[2023-05-13 17:52:54.574828] 46 bytes from 3.129.108.199: icmp_seq=1 ttl=50 time=62.1 ms
[2023-05-13 17:52:54.774166] 46 bytes from 3.129.108.199: icmp_seq=2 ttl=50 time=60.6 ms
[2023-05-13 17:52:54.972727] 46 bytes from 3.129.108.199: icmp_seq=3 ttl=50 time=59.2 ms
[2023-05-13 17:52:55.172861] 46 bytes from 3.129.108.199: icmp_seq=4 ttl=50 time=58.5 ms
[2023-05-13 17:52:55.373963] 46 bytes from 3.129.108.199: icmp_seq=5 ttl=50 time=58.4 ms
[2023-05-13 17:52:55.574207] 46 bytes from 3.129.108.199: icmp_seq=6 ttl=50 time=57.5 ms
[2023-05-13 17:52:55.780406] 46 bytes from 3.129.108.199: icmp_seq=7 ttl=50 time=62.6 ms
[2023-05-13 17:52:55.972521] 46 bytes from 3.129.108.199: icmp_seq=8 ttl=50 time=54.4 ms
[2023-05-13 17:52:56.173734] 46 bytes from 3.129.108.199: icmp_seq=9 ttl=50 time=54.4 ms
[2023-05-13 17:52:56.376769] 46 bytes from 3.129.108.199: icmp_seq=10 ttl=50 time=56.3 ms
[2023-05-13 17:52:56.600963] 46 bytes from 3.129.108.199: icmp_seq=11 ttl=50 time=79.6 ms
[2023-05-13 17:52:56.793203] 46 bytes from 3.129.108.199: icmp_seq=12 ttl=50 time=70.6 ms
[2023-05-13 17:52:56.995427] 46 bytes from 3.129.108.199: icmp_seq=13 ttl=50 time=72.6 ms
[2023-05-13 17:52:57.202796] 46 bytes from 3.129.108.199: icmp_seq=14 ttl=50 time=79.6 ms
[2023-05-13 17:52:57.393769] 46 bytes from 3.129.108.199: icmp_seq=15 ttl=50 time=70.2 ms
[2023-05-13 17:52:57.592802] 46 bytes from 3.129.108.199: icmp_seq=16 ttl=50 time=68.4 ms
[2023-05-13 17:52:57.801928] 46 bytes from 3.129.108.199: icmp_seq=17 ttl=50 time=76.5 ms
[2023-05-13 17:52:58.009295] 46 bytes from 3.129.108.199: icmp_seq=18 ttl=50 time=82.6 ms
[2023-05-13 17:52:58.200264] 46 bytes from 3.129.108.199: icmp_seq=19 ttl=50 time=74.3 ms
[2023-05-13 17:52:58.407509] 46 bytes from 3.129.108.199: icmp_seq=20 ttl=50 time=80.5 ms
[2023-05-13 17:52:58.606687] 46 bytes from 3.129.108.199: icmp_seq=21 ttl=50 time=78.5 ms
[2023-05-13 17:52:58.793851] 46 bytes from 3.129.108.199: icmp_seq=22 ttl=50 time=64.5 ms
[2023-05-13 17:52:58.994992] 46 bytes from 3.129.108.199: icmp_seq=23 ttl=50 time=64.4 ms
[2023-05-13 17:52:59.195293] 46 bytes from 3.129.108.199: icmp_seq=24 ttl=50 time=63.5 ms
[2023-05-13 17:52:59.394324] 46 bytes from 3.129.108.199: icmp_seq=25 ttl=50 time=62.3 ms
[2023-05-13 17:52:59.593515] 46 bytes from 3.129.108.199: icmp_seq=26 ttl=50 time=60.4 ms
[2023-05-13 17:52:59.800730] 46 bytes from 3.129.108.199: icmp_seq=27 ttl=50 time=66.5 ms
[2023-05-13 17:52:59.994819] 46 bytes from 3.129.108.199: icmp_seq=28 ttl=50 time=59.4 ms
[2023-05-13 17:53:00.193970] 46 bytes from 3.129.108.199: icmp_seq=29 ttl=50 time=57.5 ms
[2023-05-13 17:53:00.397158] 46 bytes from 3.129.108.199: icmp_seq=30 ttl=50 time=59.4 ms
[2023-05-13 17:53:00.593377] 46 bytes from 3.129.108.199: icmp_seq=31 ttl=50 time=54.4 ms
[2023-05-13 17:53:00.801515] 46 bytes from 3.129.108.199: icmp_seq=32 ttl=50 time=61.4 ms
[2023-05-13 17:53:01.016660] 46 bytes from 3.129.108.199: icmp_seq=33 ttl=50 time=75.5 ms
[2023-05-13 17:53:01.227695] 46 bytes from 3.129.108.199: icmp_seq=34 ttl=50 time=86.2 ms
[2023-05-13 17:53:01.420067] 46 bytes from 3.129.108.199: icmp_seq=35 ttl=50 time=77.7 ms
[2023-05-13 17:53:01.704284] 46 bytes from 3.129.108.199: icmp_seq=36 ttl=50 time=161 ms
[2023-05-13 17:53:01.821433] 46 bytes from 3.129.108.199: icmp_seq=37 ttl=50 time=77.5 ms
[2023-05-13 17:53:02.026631] 46 bytes from 3.129.108.199: icmp_seq=38 ttl=50 time=81.4 ms
[2023-05-13 17:53:02.213786] 46 bytes from 3.129.108.199: icmp_seq=39 ttl=50 time=68.4 ms
[2023-05-13 17:53:02.417190] 46 bytes from 3.129.108.199: icmp_seq=40 ttl=50 time=70.6 ms
[2023-05-13 17:53:02.617392] 46 bytes from 3.129.108.199: icmp_seq=41 ttl=50 time=70.4 ms
[2023-05-13 17:53:02.820163] 46 bytes from 3.129.108.199: icmp_seq=42 ttl=50 time=73.0 ms
[2023-05-13 17:53:03.021349] 46 bytes from 3.129.108.199: icmp_seq=43 ttl=50 time=73.5 ms
[2023-05-13 17:53:03.227576] 46 bytes from 3.129.108.199: icmp_seq=44 ttl=50 time=80.5 ms
[2023-05-13 17:53:03.401630] 46 bytes from 3.129.108.199: icmp_seq=45 ttl=50 time=53.4 ms
[2023-05-13 17:53:03.619804] 46 bytes from 3.129.108.199: icmp_seq=46 ttl=50 time=70.6 ms
[2023-05-13 17:53:03.826406] 46 bytes from 3.129.108.199: icmp_seq=47 ttl=50 time=75.9 ms
[2023-05-13 17:53:04.021180] 46 bytes from 3.129.108.199: icmp_seq=48 ttl=50 time=70.1 ms
[2023-05-13 17:53:04.214378] 46 bytes from 3.129.108.199: icmp_seq=49 ttl=50 time=63.4 ms
[2023-05-13 17:53:04.422483] 46 bytes from 3.129.108.199: icmp_seq=50 ttl=50 time=70.4 ms
[2023-05-13 17:53:04.923467] 46 bytes from 3.129.108.199: icmp_seq=51 ttl=50 time=370 ms
[2023-05-13 17:53:04.931018] 46 bytes from 3.129.108.199: icmp_seq=52 ttl=50 time=171 ms
[2023-05-13 17:53:05.013145] 46 bytes from 3.129.108.199: icmp_seq=53 ttl=50 time=52.5 ms
[2023-05-13 17:53:05.233266] 46 bytes from 3.129.108.199: icmp_seq=54 ttl=50 time=72.3 ms
[2023-05-13 17:53:05.440165] 46 bytes from 3.129.108.199: icmp_seq=55 ttl=50 time=78.2 ms
[2023-05-13 17:53:05.632341] 46 bytes from 3.129.108.199: icmp_seq=56 ttl=50 time=69.5 ms
[2023-05-13 17:53:05.841313] 46 bytes from 3.129.108.199: icmp_seq=57 ttl=50 time=77.2 ms
[2023-05-13 17:53:06.032166] 46 bytes from 3.129.108.199: icmp_seq=58 ttl=50 time=67.1 ms
[2023-05-13 17:53:06.233407] 46 bytes from 3.129.108.199: icmp_seq=59 ttl=50 time=68.5 ms
[2023-05-13 17:53:06.441336] 46 bytes from 3.129.108.199: icmp_seq=60 ttl=50 time=75.2 ms
[2023-05-13 17:53:06.633431] 46 bytes from 3.129.108.199: icmp_seq=61 ttl=50 time=66.4 ms
[2023-05-13 17:53:06.873278] 46 bytes from 3.129.108.199: icmp_seq=62 ttl=50 time=105 ms
[2023-05-13 17:53:07.037413] 46 bytes from 3.129.108.199: icmp_seq=63 ttl=50 time=68.4 ms
[2023-05-13 17:53:07.233192] 46 bytes from 3.129.108.199: icmp_seq=64 ttl=50 time=64.1 ms
[2023-05-13 17:53:07.432417] 46 bytes from 3.129.108.199: icmp_seq=65 ttl=50 time=62.5 ms
[2023-05-13 17:53:07.640393] 46 bytes from 3.129.108.199: icmp_seq=66 ttl=50 time=69.2 ms
[2023-05-13 17:53:07.841556] 46 bytes from 3.129.108.199: icmp_seq=67 ttl=50 time=69.5 ms
[2023-05-13 17:53:08.034303] 46 bytes from 3.129.108.199: icmp_seq=68 ttl=50 time=61.1 ms
[2023-05-13 17:53:08.233314] 46 bytes from 3.129.108.199: icmp_seq=69 ttl=50 time=60.2 ms
[2023-05-13 17:53:08.432145] 46 bytes from 3.129.108.199: icmp_seq=70 ttl=50 time=58.3 ms
[2023-05-13 17:53:08.637297] 46 bytes from 3.129.108.199: icmp_seq=71 ttl=50 time=62.4 ms
[2023-05-13 17:53:08.833292] 46 bytes from 3.129.108.199: icmp_seq=72 ttl=50 time=57.3 ms
[2023-05-13 17:53:09.040169] 46 bytes from 3.129.108.199: icmp_seq=73 ttl=50 time=63.2 ms
[2023-05-13 17:53:09.232146] 46 bytes from 3.129.108.199: icmp_seq=74 ttl=50 time=55.2 ms
[2023-05-13 17:53:09.441871] 46 bytes from 3.129.108.199: icmp_seq=75 ttl=50 time=63.9 ms
[2023-05-13 17:53:09.639980] 46 bytes from 3.129.108.199: icmp_seq=76 ttl=50 time=61.4 ms
[2023-05-13 17:53:09.854209] 46 bytes from 3.129.108.199: icmp_seq=77 ttl=50 time=74.4 ms
[2023-05-13 17:53:10.046278] 46 bytes from 3.129.108.199: icmp_seq=78 ttl=50 time=65.4 ms
[2023-05-13 17:53:10.254570] 46 bytes from 3.129.108.199: icmp_seq=79 ttl=50 time=73.6 ms
[2023-05-13 17:53:10.460691] 46 bytes from 3.129.108.199: icmp_seq=80 ttl=50 time=79.5 ms
[2023-05-13 17:53:10.653068] 46 bytes from 3.129.108.199: icmp_seq=81 ttl=50 time=70.6 ms
[2023-05-13 17:53:10.855048] 46 bytes from 3.129.108.199: icmp_seq=82 ttl=50 time=72.3 ms
[2023-05-13 17:53:11.339206] 46 bytes from 3.129.108.199: icmp_seq=83 ttl=50 time=355 ms
[2023-05-13 17:53:11.339489] 46 bytes from 3.129.108.199: icmp_seq=84 ttl=50 time=147 ms
[2023-05-13 17:53:11.453373] 46 bytes from 3.129.108.199: icmp_seq=85 ttl=50 time=60.5 ms
[2023-05-13 17:53:11.660488] 46 bytes from 3.129.108.199: icmp_seq=86 ttl=50 time=66.4 ms
[2023-05-13 17:53:11.854520] 46 bytes from 3.129.108.199: icmp_seq=87 ttl=50 time=59.3 ms
[2023-05-13 17:53:12.052524] 46 bytes from 3.129.108.199: icmp_seq=88 ttl=50 time=56.3 ms
[2023-05-13 17:53:12.270464] 46 bytes from 3.129.108.199: icmp_seq=89 ttl=50 time=74.3 ms
[2023-05-13 17:53:12.497368] 46 bytes from 3.129.108.199: icmp_seq=90 ttl=50 time=100 ms
[2023-05-13 17:53:12.685799] 46 bytes from 3.129.108.199: icmp_seq=91 ttl=50 time=87.6 ms
[2023-05-13 17:53:13.125318] 46 bytes from 3.129.108.199: icmp_seq=92 ttl=50 time=326 ms
[2023-05-13 17:53:13.184250] 46 bytes from 3.129.108.199: icmp_seq=93 ttl=50 time=176 ms
[2023-05-13 17:53:13.276214] 46 bytes from 3.129.108.199: icmp_seq=94 ttl=50 time=67.4 ms
[2023-05-13 17:53:13.491491] 46 bytes from 3.129.108.199: icmp_seq=95 ttl=50 time=81.7 ms
[2023-05-13 17:53:13.685018] 46 bytes from 3.129.108.199: icmp_seq=96 ttl=50 time=74.6 ms
[2023-05-13 17:53:14.383962] 46 bytes from 3.129.108.199: icmp_seq=97 ttl=50 time=573 ms
[2023-05-13 17:53:14.384167] 46 bytes from 3.129.108.199: icmp_seq=98 ttl=50 time=374 ms
[2023-05-13 17:53:14.385318] 46 bytes from 3.129.108.199: icmp_seq=99 ttl=50 time=165 ms
[2023-05-13 17:53:14.496026] 46 bytes from 3.129.108.199: icmp_seq=100 ttl=50 time=75.1 ms
[2023-05-13 17:53:14.702614] 46 bytes from 3.129.108.199: icmp_seq=101 ttl=50 time=80.9 ms
[2023-05-13 17:53:14.895763] 46 bytes from 3.129.108.199: icmp_seq=102 ttl=50 time=73.4 ms
[2023-05-13 17:53:15.197892] 46 bytes from 3.129.108.199: icmp_seq=103 ttl=50 time=174 ms
[2023-05-13 17:53:15.394745] 46 bytes from 3.129.108.199: icmp_seq=104 ttl=50 time=170 ms
[2023-05-13 17:53:15.594954] 46 bytes from 3.129.108.199: icmp_seq=105 ttl=50 time=169 ms
[2023-05-13 17:53:15.850506] 46 bytes from 3.129.108.199: icmp_seq=106 ttl=50 time=224 ms
[2023-05-13 17:53:15.909269] 46 bytes from 3.129.108.199: icmp_seq=107 ttl=50 time=77.2 ms
[2023-05-13 17:53:16.380867] 46 bytes from 3.129.108.199: icmp_seq=108 ttl=50 time=347 ms
[2023-05-13 17:53:16.381146] 46 bytes from 3.129.108.199: icmp_seq=109 ttl=50 time=140 ms
[2023-05-13 17:53:16.512889] 46 bytes from 3.129.108.199: icmp_seq=110 ttl=50 time=72.4 ms
[2023-05-13 17:53:16.718034] 46 bytes from 3.129.108.199: icmp_seq=111 ttl=50 time=76.5 ms
[2023-05-13 17:53:16.915492] 46 bytes from 3.129.108.199: icmp_seq=112 ttl=50 time=72.8 ms
[2023-05-13 17:53:17.118727] 46 bytes from 3.129.108.199: icmp_seq=113 ttl=50 time=75.4 ms
[2023-05-13 17:53:17.305755] 46 bytes from 3.129.108.199: icmp_seq=114 ttl=50 time=61.3 ms
[2023-05-13 17:53:17.607633] 46 bytes from 3.129.108.199: icmp_seq=115 ttl=50 time=162 ms
[2023-05-13 17:53:17.710622] 46 bytes from 3.129.108.199: icmp_seq=116 ttl=50 time=64.5 ms
[2023-05-13 17:53:17.921909] 46 bytes from 3.129.108.199: icmp_seq=117 ttl=50 time=74.5 ms
[2023-05-13 17:53:18.353713] 46 bytes from 3.129.108.199: icmp_seq=118 ttl=50 time=304 ms
[2023-05-13 17:53:18.354056] 46 bytes from 3.129.108.199: icmp_seq=119 ttl=50 time=97.5 ms
[2023-05-13 17:53:18.542642] 46 bytes from 3.129.108.199: icmp_seq=120 ttl=50 time=86.2 ms
[2023-05-13 17:53:18.718668] 46 bytes from 3.129.108.199: icmp_seq=121 ttl=50 time=61.4 ms
[2023-05-13 17:53:18.977595] 46 bytes from 3.129.108.199: icmp_seq=122 ttl=50 time=119 ms
[2023-05-13 17:53:19.133487] 46 bytes from 3.129.108.199: icmp_seq=123 ttl=50 time=74.2 ms
[2023-05-13 17:53:19.338257] 46 bytes from 3.129.108.199: icmp_seq=124 ttl=50 time=78.1 ms
[2023-05-13 17:53:19.530331] 46 bytes from 3.129.108.199: icmp_seq=125 ttl=50 time=69.4 ms
[2023-05-13 17:53:19.741431] 46 bytes from 3.129.108.199: icmp_seq=126 ttl=50 time=79.3 ms
[2023-05-13 17:53:19.934339] 46 bytes from 3.129.108.199: icmp_seq=127 ttl=50 time=71.2 ms
[2023-05-13 17:53:20.137393] 46 bytes from 3.129.108.199: icmp_seq=128 ttl=50 time=73.3 ms
[2023-05-13 17:53:20.327332] 46 bytes from 3.129.108.199: icmp_seq=129 ttl=50 time=62.3 ms
[2023-05-13 17:53:20.577390] 46 bytes from 3.129.108.199: icmp_seq=130 ttl=50 time=111 ms
[2023-05-13 17:53:20.743534] 46 bytes from 3.129.108.199: icmp_seq=131 ttl=50 time=76.4 ms
[2023-05-13 17:53:20.936671] 46 bytes from 3.129.108.199: icmp_seq=132 ttl=50 time=68.4 ms
[2023-05-13 17:53:21.217050] 46 bytes from 3.129.108.199: icmp_seq=133 ttl=50 time=147 ms
