Start time: 1684003902591
[2023-05-13 14:51:42.694946] PING 3.129.108.199 (3.129.108.199) 38(66) bytes of data.
[2023-05-13 14:51:42.695526] 46 bytes from 3.129.108.199: icmp_seq=1 ttl=42 time=69.7 ms
[2023-05-13 14:51:42.874171] 46 bytes from 3.129.108.199: icmp_seq=2 ttl=42 time=48.7 ms
[2023-05-13 14:51:43.094759] 46 bytes from 3.129.108.199: icmp_seq=3 ttl=42 time=68.1 ms
[2023-05-13 14:51:43.294760] 46 bytes from 3.129.108.199: icmp_seq=4 ttl=42 time=67.5 ms
[2023-05-13 14:51:43.495796] 46 bytes from 3.129.108.199: icmp_seq=5 ttl=42 time=67.6 ms
[2023-05-13 14:51:43.695044] 46 bytes from 3.129.108.199: icmp_seq=6 ttl=42 time=65.5 ms
[2023-05-13 14:51:43.895616] 46 bytes from 3.129.108.199: icmp_seq=7 ttl=42 time=64.7 ms
[2023-05-13 14:51:44.095824] 46 bytes from 3.129.108.199: icmp_seq=8 ttl=42 time=64.5 ms
[2023-05-13 14:51:44.280619] 46 bytes from 3.129.108.199: icmp_seq=9 ttl=42 time=48.5 ms
[2023-05-13 14:51:44.500050] 46 bytes from 3.129.108.199: icmp_seq=10 ttl=42 time=67.8 ms
[2023-05-13 14:51:44.696373] 46 bytes from 3.129.108.199: icmp_seq=11 ttl=42 time=63.9 ms
[2023-05-13 14:51:44.895650] 46 bytes from 3.129.108.199: icmp_seq=12 ttl=42 time=62.8 ms
[2023-05-13 14:51:45.094623] 46 bytes from 3.129.108.199: icmp_seq=13 ttl=42 time=61.6 ms
[2023-05-13 14:51:45.296710] 46 bytes from 3.129.108.199: icmp_seq=14 ttl=42 time=62.6 ms
[2023-05-13 14:51:45.494366] 46 bytes from 3.129.108.199: icmp_seq=15 ttl=42 time=59.1 ms
[2023-05-13 14:51:45.694943] 46 bytes from 3.129.108.199: icmp_seq=16 ttl=42 time=59.1 ms
[2023-05-13 14:51:45.895083] 46 bytes from 3.129.108.199: icmp_seq=17 ttl=42 time=58.5 ms
[2023-05-13 14:51:46.094868] 46 bytes from 3.129.108.199: icmp_seq=18 ttl=42 time=57.1 ms
[2023-05-13 14:51:46.294539] 46 bytes from 3.129.108.199: icmp_seq=19 ttl=42 time=56.1 ms
[2023-05-13 14:51:46.495247] 46 bytes from 3.129.108.199: icmp_seq=20 ttl=42 time=56.0 ms
[2023-05-13 14:51:46.696008] 46 bytes from 3.129.108.199: icmp_seq=21 ttl=42 time=56.1 ms
[2023-05-13 14:51:46.894567] 46 bytes from 3.129.108.199: icmp_seq=22 ttl=42 time=53.8 ms
[2023-05-13 14:51:47.095236] 46 bytes from 3.129.108.199: icmp_seq=23 ttl=42 time=53.9 ms
[2023-05-13 14:51:47.294320] 46 bytes from 3.129.108.199: icmp_seq=24 ttl=42 time=52.9 ms
[2023-05-13 14:51:47.497445] 46 bytes from 3.129.108.199: icmp_seq=25 ttl=42 time=53.0 ms
[2023-05-13 14:51:47.696040] 46 bytes from 3.129.108.199: icmp_seq=26 ttl=42 time=53.0 ms
[2023-05-13 14:51:47.896173] 46 bytes from 3.129.108.199: icmp_seq=27 ttl=42 time=52.3 ms
[2023-05-13 14:51:48.100980] 46 bytes from 3.129.108.199: icmp_seq=28 ttl=42 time=54.0 ms
[2023-05-13 14:51:48.297410] 46 bytes from 3.129.108.199: icmp_seq=29 ttl=42 time=52.2 ms
[2023-05-13 14:51:48.495137] 46 bytes from 3.129.108.199: icmp_seq=30 ttl=42 time=49.3 ms
[2023-05-13 14:51:48.714920] 46 bytes from 3.129.108.199: icmp_seq=31 ttl=42 time=68.2 ms
[2023-05-13 14:51:48.915071] 46 bytes from 3.129.108.199: icmp_seq=32 ttl=42 time=67.4 ms
[2023-05-13 14:51:49.114866] 46 bytes from 3.129.108.199: icmp_seq=33 ttl=42 time=66.1 ms
[2023-05-13 14:51:49.314418] 46 bytes from 3.129.108.199: icmp_seq=34 ttl=42 time=65.0 ms
[2023-05-13 14:51:49.515104] 46 bytes from 3.129.108.199: icmp_seq=35 ttl=42 time=64.8 ms
[2023-05-13 14:51:49.714618] 46 bytes from 3.129.108.199: icmp_seq=36 ttl=42 time=64.0 ms
[2023-05-13 14:51:49.914824] 46 bytes from 3.129.108.199: icmp_seq=37 ttl=42 time=63.7 ms
[2023-05-13 14:51:50.116726] 46 bytes from 3.129.108.199: icmp_seq=38 ttl=42 time=65.4 ms
[2023-05-13 14:51:50.314727] 46 bytes from 3.129.108.199: icmp_seq=39 ttl=42 time=62.5 ms
[2023-05-13 14:51:50.515172] 46 bytes from 3.129.108.199: icmp_seq=40 ttl=42 time=61.9 ms
[2023-05-13 14:51:50.714759] 46 bytes from 3.129.108.199: icmp_seq=41 ttl=42 time=60.9 ms
[2023-05-13 14:51:50.915482] 46 bytes from 3.129.108.199: icmp_seq=42 ttl=42 time=61.1 ms
[2023-05-13 14:51:51.118599] 46 bytes from 3.129.108.199: icmp_seq=43 ttl=42 time=63.5 ms
[2023-05-13 14:51:51.317146] 46 bytes from 3.129.108.199: icmp_seq=44 ttl=42 time=61.0 ms
[2023-05-13 14:51:51.522166] 46 bytes from 3.129.108.199: icmp_seq=45 ttl=42 time=65.5 ms
[2023-05-13 14:51:51.721197] 46 bytes from 3.129.108.199: icmp_seq=46 ttl=42 time=63.6 ms
[2023-05-13 14:51:51.918651] 46 bytes from 3.129.108.199: icmp_seq=47 ttl=42 time=59.9 ms
[2023-05-13 14:51:52.122274] 46 bytes from 3.129.108.199: icmp_seq=48 ttl=42 time=63.2 ms
[2023-05-13 14:51:52.315049] 46 bytes from 3.129.108.199: icmp_seq=49 ttl=42 time=55.0 ms
[2023-05-13 14:51:52.514756] 46 bytes from 3.129.108.199: icmp_seq=50 ttl=42 time=54.1 ms
[2023-05-13 14:51:52.714602] 46 bytes from 3.129.108.199: icmp_seq=51 ttl=42 time=53.2 ms
[2023-05-13 14:51:52.914418] 46 bytes from 3.129.108.199: icmp_seq=52 ttl=42 time=52.2 ms
[2023-05-13 14:51:53.114426] 46 bytes from 3.129.108.199: icmp_seq=53 ttl=42 time=51.3 ms
[2023-05-13 14:51:53.314622] 46 bytes from 3.129.108.199: icmp_seq=54 ttl=42 time=50.9 ms
[2023-05-13 14:51:53.514725] 46 bytes from 3.129.108.199: icmp_seq=55 ttl=42 time=50.6 ms
[2023-05-13 14:51:53.714587] 46 bytes from 3.129.108.199: icmp_seq=56 ttl=42 time=49.4 ms
[2023-05-13 14:51:53.938141] 46 bytes from 3.129.108.199: icmp_seq=57 ttl=42 time=71.9 ms
[2023-05-13 14:51:54.136202] 46 bytes from 3.129.108.199: icmp_seq=58 ttl=42 time=69.6 ms
[2023-05-13 14:51:54.334900] 46 bytes from 3.129.108.199: icmp_seq=59 ttl=42 time=67.2 ms
[2023-05-13 14:51:54.535811] 46 bytes from 3.129.108.199: icmp_seq=60 ttl=42 time=67.3 ms
[2023-05-13 14:51:54.737460] 46 bytes from 3.129.108.199: icmp_seq=61 ttl=42 time=64.8 ms
[2023-05-13 14:51:54.935448] 46 bytes from 3.129.108.199: icmp_seq=62 ttl=42 time=62.3 ms
[2023-05-13 14:51:55.142762] 46 bytes from 3.129.108.199: icmp_seq=63 ttl=42 time=69.0 ms
[2023-05-13 14:51:55.335454] 46 bytes from 3.129.108.199: icmp_seq=64 ttl=42 time=61.3 ms
[2023-05-13 14:51:55.537391] 46 bytes from 3.129.108.199: icmp_seq=65 ttl=42 time=62.5 ms
[2023-05-13 14:51:55.735886] 46 bytes from 3.129.108.199: icmp_seq=66 ttl=42 time=59.8 ms
[2023-05-13 14:51:55.943012] 46 bytes from 3.129.108.199: icmp_seq=67 ttl=42 time=66.4 ms
[2023-05-13 14:51:56.137572] 46 bytes from 3.129.108.199: icmp_seq=68 ttl=42 time=59.9 ms
[2023-05-13 14:51:56.337904] 46 bytes from 3.129.108.199: icmp_seq=69 ttl=42 time=59.4 ms
[2023-05-13 14:51:56.534742] 46 bytes from 3.129.108.199: icmp_seq=70 ttl=42 time=56.5 ms
[2023-05-13 14:51:56.737438] 46 bytes from 3.129.108.199: icmp_seq=71 ttl=42 time=58.3 ms
[2023-05-13 14:51:56.935110] 46 bytes from 3.129.108.199: icmp_seq=72 ttl=42 time=55.1 ms
[2023-05-13 14:51:57.137340] 46 bytes from 3.129.108.199: icmp_seq=73 ttl=42 time=56.8 ms
[2023-05-13 14:51:57.335268] 46 bytes from 3.129.108.199: icmp_seq=74 ttl=42 time=54.4 ms
[2023-05-13 14:51:57.534786] 46 bytes from 3.129.108.199: icmp_seq=75 ttl=42 time=52.8 ms
[2023-05-13 14:51:57.734963] 46 bytes from 3.129.108.199: icmp_seq=76 ttl=42 time=52.7 ms
[2023-05-13 14:51:57.935852] 46 bytes from 3.129.108.199: icmp_seq=77 ttl=42 time=53.2 ms
[2023-05-13 14:51:58.135591] 46 bytes from 3.129.108.199: icmp_seq=78 ttl=42 time=52.0 ms
[2023-05-13 14:51:58.335238] 46 bytes from 3.129.108.199: icmp_seq=79 ttl=42 time=51.2 ms
[2023-05-13 14:51:58.539019] 46 bytes from 3.129.108.199: icmp_seq=80 ttl=42 time=54.3 ms
[2023-05-13 14:51:58.737059] 46 bytes from 3.129.108.199: icmp_seq=81 ttl=42 time=51.6 ms
[2023-05-13 14:51:58.941984] 46 bytes from 3.129.108.199: icmp_seq=82 ttl=42 time=55.3 ms
[2023-05-13 14:51:59.162492] 46 bytes from 3.129.108.199: icmp_seq=83 ttl=42 time=74.8 ms
[2023-05-13 14:51:59.359475] 46 bytes from 3.129.108.199: icmp_seq=84 ttl=42 time=71.5 ms
[2023-05-13 14:51:59.557636] 46 bytes from 3.129.108.199: icmp_seq=85 ttl=42 time=68.7 ms
[2023-05-13 14:51:59.759514] 46 bytes from 3.129.108.199: icmp_seq=86 ttl=42 time=69.4 ms
[2023-05-13 14:51:59.962412] 46 bytes from 3.129.108.199: icmp_seq=87 ttl=42 time=71.2 ms
[2023-05-13 14:52:00.166497] 46 bytes from 3.129.108.199: icmp_seq=88 ttl=42 time=71.8 ms
[2023-05-13 14:52:00.362711] 46 bytes from 3.129.108.199: icmp_seq=89 ttl=42 time=70.7 ms
[2023-05-13 14:52:00.560514] 46 bytes from 3.129.108.199: icmp_seq=90 ttl=42 time=67.3 ms
[2023-05-13 14:52:00.755232] 46 bytes from 3.129.108.199: icmp_seq=91 ttl=42 time=61.3 ms
[2023-05-13 14:52:00.955204] 46 bytes from 3.129.108.199: icmp_seq=92 ttl=42 time=60.4 ms
[2023-05-13 14:52:01.157302] 46 bytes from 3.129.108.199: icmp_seq=93 ttl=42 time=61.4 ms
[2023-05-13 14:52:01.355381] 46 bytes from 3.129.108.199: icmp_seq=94 ttl=42 time=58.5 ms
[2023-05-13 14:52:01.555325] 46 bytes from 3.129.108.199: icmp_seq=95 ttl=42 time=57.3 ms
[2023-05-13 14:52:01.757883] 46 bytes from 3.129.108.199: icmp_seq=96 ttl=42 time=58.8 ms
