Start time: 1691446039267
[2023-08-07 18:07:19.399577] PING 54.197.223.49 (54.197.223.49) 38(66) bytes of data.
[2023-08-07 18:07:19.400235] 46 bytes from 54.197.223.49: icmp_seq=1 ttl=52 time=52.5 ms
[2023-08-07 18:07:19.569215] 46 bytes from 54.197.223.49: icmp_seq=2 ttl=52 time=43.1 ms
[2023-08-07 18:07:19.769317] 46 bytes from 54.197.223.49: icmp_seq=3 ttl=52 time=42.4 ms
[2023-08-07 18:07:19.977308] 46 bytes from 54.197.223.49: icmp_seq=4 ttl=52 time=49.2 ms
[2023-08-07 18:07:20.181296] 46 bytes from 54.197.223.49: icmp_seq=5 ttl=52 time=52.2 ms
[2023-08-07 18:07:20.377428] 46 bytes from 54.197.223.49: icmp_seq=6 ttl=52 time=47.5 ms
[2023-08-07 18:07:20.579423] 46 bytes from 54.197.223.49: icmp_seq=7 ttl=52 time=48.4 ms
[2023-08-07 18:07:20.783053] 46 bytes from 54.197.223.49: icmp_seq=8 ttl=52 time=51.1 ms
[2023-08-07 18:07:21.003700] 46 bytes from 54.197.223.49: icmp_seq=9 ttl=52 time=70.9 ms
[2023-08-07 18:07:21.179237] 46 bytes from 54.197.223.49: icmp_seq=10 ttl=52 time=47.0 ms
[2023-08-07 18:07:21.379326] 46 bytes from 54.197.223.49: icmp_seq=11 ttl=52 time=46.3 ms
[2023-08-07 18:07:21.581113] 46 bytes from 54.197.223.49: icmp_seq=12 ttl=52 time=47.3 ms
[2023-08-07 18:07:21.803586] 46 bytes from 54.197.223.49: icmp_seq=13 ttl=52 time=68.8 ms
[2023-08-07 18:07:21.969359] 46 bytes from 54.197.223.49: icmp_seq=14 ttl=52 time=34.3 ms
[2023-08-07 18:07:22.180382] 46 bytes from 54.197.223.49: icmp_seq=15 ttl=52 time=44.3 ms
[2023-08-07 18:07:22.387317] 46 bytes from 54.197.223.49: icmp_seq=16 ttl=52 time=50.4 ms
[2023-08-07 18:07:22.580326] 46 bytes from 54.197.223.49: icmp_seq=17 ttl=52 time=42.2 ms
[2023-08-07 18:07:22.787225] 46 bytes from 54.197.223.49: icmp_seq=18 ttl=52 time=48.3 ms
[2023-08-07 18:07:22.980261] 46 bytes from 54.197.223.49: icmp_seq=19 ttl=52 time=40.3 ms
[2023-08-07 18:07:23.189379] 46 bytes from 54.197.223.49: icmp_seq=20 ttl=52 time=48.5 ms
[2023-08-07 18:07:23.396322] 46 bytes from 54.197.223.49: icmp_seq=21 ttl=52 time=54.3 ms
[2023-08-07 18:07:23.589123] 46 bytes from 54.197.223.49: icmp_seq=22 ttl=52 time=46.3 ms
[2023-08-07 18:07:23.804854] 46 bytes from 54.197.223.49: icmp_seq=23 ttl=52 time=60.9 ms
[2023-08-07 18:07:23.989095] 46 bytes from 54.197.223.49: icmp_seq=24 ttl=52 time=44.8 ms
[2023-08-07 18:07:24.191534] 46 bytes from 54.197.223.49: icmp_seq=25 ttl=52 time=46.7 ms
[2023-08-07 18:07:24.389454] 46 bytes from 54.197.223.49: icmp_seq=26 ttl=52 time=44.4 ms
[2023-08-07 18:07:24.597283] 46 bytes from 54.197.223.49: icmp_seq=27 ttl=52 time=51.3 ms
[2023-08-07 18:07:24.790234] 46 bytes from 54.197.223.49: icmp_seq=28 ttl=52 time=43.5 ms
[2023-08-07 18:07:24.990320] 46 bytes from 54.197.223.49: icmp_seq=29 ttl=52 time=42.5 ms
[2023-08-07 18:07:25.190367] 46 bytes from 54.197.223.49: icmp_seq=30 ttl=52 time=41.2 ms
[2023-08-07 18:07:25.389240] 46 bytes from 54.197.223.49: icmp_seq=31 ttl=52 time=39.3 ms
[2023-08-07 18:07:25.603842] 46 bytes from 54.197.223.49: icmp_seq=32 ttl=52 time=52.8 ms
[2023-08-07 18:07:25.807359] 46 bytes from 54.197.223.49: icmp_seq=33 ttl=52 time=55.9 ms
[2023-08-07 18:07:26.007457] 46 bytes from 54.197.223.49: icmp_seq=34 ttl=52 time=55.3 ms
[2023-08-07 18:07:26.199332] 46 bytes from 54.197.223.49: icmp_seq=35 ttl=52 time=47.1 ms
[2023-08-07 18:07:26.400459] 46 bytes from 54.197.223.49: icmp_seq=36 ttl=52 time=47.6 ms
[2023-08-07 18:07:26.599362] 46 bytes from 54.197.223.49: icmp_seq=37 ttl=52 time=45.2 ms
[2023-08-07 18:07:26.808485] 46 bytes from 54.197.223.49: icmp_seq=38 ttl=52 time=53.6 ms
[2023-08-07 18:07:26.999524] 46 bytes from 54.197.223.49: icmp_seq=39 ttl=52 time=43.2 ms
[2023-08-07 18:07:27.199145] 46 bytes from 54.197.223.49: icmp_seq=40 ttl=52 time=41.9 ms
