Start time: 1684096165265
[2023-05-14 16:29:25.365998] PING 3.129.108.199 (3.129.108.199) 38(66) bytes of data.
[2023-05-14 16:29:25.366332] 46 bytes from 3.129.108.199: icmp_seq=1 ttl=41 time=48.8 ms
[2023-05-14 16:29:25.561377] 46 bytes from 3.129.108.199: icmp_seq=2 ttl=41 time=43.7 ms
[2023-05-14 16:29:25.759205] 46 bytes from 3.129.108.199: icmp_seq=3 ttl=41 time=41.0 ms
[2023-05-14 16:29:25.961432] 46 bytes from 3.129.108.199: icmp_seq=4 ttl=41 time=42.3 ms
[2023-05-14 16:29:26.171354] 46 bytes from 3.129.108.199: icmp_seq=5 ttl=41 time=51.3 ms
[2023-05-14 16:29:26.374120] 46 bytes from 3.129.108.199: icmp_seq=6 ttl=41 time=53.3 ms
[2023-05-14 16:29:26.591160] 46 bytes from 3.129.108.199: icmp_seq=7 ttl=41 time=69.4 ms
[2023-05-14 16:29:26.764240] 46 bytes from 3.129.108.199: icmp_seq=8 ttl=41 time=41.5 ms
[2023-05-14 16:29:26.971493] 46 bytes from 3.129.108.199: icmp_seq=9 ttl=41 time=47.4 ms
[2023-05-14 16:29:27.169486] 46 bytes from 3.129.108.199: icmp_seq=10 ttl=41 time=44.3 ms
[2023-05-14 16:29:27.371148] 46 bytes from 3.129.108.199: icmp_seq=11 ttl=41 time=45.1 ms
[2023-05-14 16:29:27.574169] 46 bytes from 3.129.108.199: icmp_seq=12 ttl=41 time=47.4 ms
[2023-05-14 16:29:27.771146] 46 bytes from 3.129.108.199: icmp_seq=13 ttl=41 time=43.3 ms
[2023-05-14 16:29:27.971176] 46 bytes from 3.129.108.199: icmp_seq=14 ttl=41 time=42.3 ms
[2023-05-14 16:29:28.193362] 46 bytes from 3.129.108.199: icmp_seq=15 ttl=41 time=63.6 ms
[2023-05-14 16:29:28.389347] 46 bytes from 3.129.108.199: icmp_seq=16 ttl=41 time=58.3 ms
[2023-05-14 16:29:28.589206] 46 bytes from 3.129.108.199: icmp_seq=17 ttl=41 time=57.3 ms
[2023-05-14 16:29:28.784159] 46 bytes from 3.129.108.199: icmp_seq=18 ttl=41 time=51.3 ms
[2023-05-14 16:29:28.976141] 46 bytes from 3.129.108.199: icmp_seq=19 ttl=41 time=42.3 ms
[2023-05-14 16:29:29.188988] 46 bytes from 3.129.108.199: icmp_seq=20 ttl=41 time=54.3 ms
[2023-05-14 16:29:29.386094] 46 bytes from 3.129.108.199: icmp_seq=21 ttl=41 time=50.5 ms
[2023-05-14 16:29:29.581183] 46 bytes from 3.129.108.199: icmp_seq=22 ttl=41 time=44.3 ms
[2023-05-14 16:29:29.781308] 46 bytes from 3.129.108.199: icmp_seq=23 ttl=41 time=43.4 ms
[2023-05-14 16:29:29.981285] 46 bytes from 3.129.108.199: icmp_seq=24 ttl=41 time=42.2 ms
[2023-05-14 16:29:30.186188] 46 bytes from 3.129.108.199: icmp_seq=25 ttl=41 time=46.2 ms
[2023-05-14 16:29:30.409284] 46 bytes from 3.129.108.199: icmp_seq=26 ttl=41 time=68.4 ms
[2023-05-14 16:29:30.584246] 46 bytes from 3.129.108.199: icmp_seq=27 ttl=41 time=42.4 ms
[2023-05-14 16:29:30.784108] 46 bytes from 3.129.108.199: icmp_seq=28 ttl=41 time=41.2 ms
[2023-05-14 16:29:30.994348] 46 bytes from 3.129.108.199: icmp_seq=29 ttl=41 time=50.4 ms
[2023-05-14 16:29:31.191239] 46 bytes from 3.129.108.199: icmp_seq=30 ttl=41 time=46.3 ms
[2023-05-14 16:29:31.399159] 46 bytes from 3.129.108.199: icmp_seq=31 ttl=41 time=53.3 ms
[2023-05-14 16:29:31.588919] 46 bytes from 3.129.108.199: icmp_seq=32 ttl=41 time=42.2 ms
[2023-05-14 16:29:31.791173] 46 bytes from 3.129.108.199: icmp_seq=33 ttl=41 time=43.5 ms
[2023-05-14 16:29:31.991124] 46 bytes from 3.129.108.199: icmp_seq=34 ttl=41 time=42.3 ms
[2023-05-14 16:29:32.196192] 46 bytes from 3.129.108.199: icmp_seq=35 ttl=41 time=46.4 ms
[2023-05-14 16:29:32.406146] 46 bytes from 3.129.108.199: icmp_seq=36 ttl=41 time=55.3 ms
[2023-05-14 16:29:32.601029] 46 bytes from 3.129.108.199: icmp_seq=37 ttl=41 time=49.4 ms
[2023-05-14 16:29:32.798720] 46 bytes from 3.129.108.199: icmp_seq=38 ttl=41 time=46.0 ms
[2023-05-14 16:29:33.006201] 46 bytes from 3.129.108.199: icmp_seq=39 ttl=41 time=52.8 ms
[2023-05-14 16:29:33.206326] 46 bytes from 3.129.108.199: icmp_seq=40 ttl=41 time=53.3 ms
[2023-05-14 16:29:33.401224] 46 bytes from 3.129.108.199: icmp_seq=41 ttl=41 time=47.3 ms
[2023-05-14 16:29:33.596031] 46 bytes from 3.129.108.199: icmp_seq=42 ttl=41 time=41.4 ms
[2023-05-14 16:29:33.801237] 46 bytes from 3.129.108.199: icmp_seq=43 ttl=41 time=45.5 ms
[2023-05-14 16:29:34.006239] 46 bytes from 3.129.108.199: icmp_seq=44 ttl=41 time=49.3 ms
[2023-05-14 16:29:34.216261] 46 bytes from 3.129.108.199: icmp_seq=45 ttl=41 time=59.4 ms
[2023-05-14 16:29:34.399201] 46 bytes from 3.129.108.199: icmp_seq=46 ttl=41 time=41.2 ms
[2023-05-14 16:29:34.600983] 46 bytes from 3.129.108.199: icmp_seq=47 ttl=41 time=42.1 ms
[2023-05-14 16:29:34.801351] 46 bytes from 3.129.108.199: icmp_seq=48 ttl=41 time=41.7 ms
[2023-05-14 16:29:35.003895] 46 bytes from 3.129.108.199: icmp_seq=49 ttl=41 time=43.6 ms
[2023-05-14 16:29:35.209113] 46 bytes from 3.129.108.199: icmp_seq=50 ttl=41 time=49.6 ms
[2023-05-14 16:29:35.406364] 46 bytes from 3.129.108.199: icmp_seq=51 ttl=41 time=46.5 ms
[2023-05-14 16:29:35.674202] 46 bytes from 3.129.108.199: icmp_seq=52 ttl=41 time=113 ms
[2023-05-14 16:29:35.809411] 46 bytes from 3.129.108.199: icmp_seq=53 ttl=41 time=47.5 ms
[2023-05-14 16:29:36.006178] 46 bytes from 3.129.108.199: icmp_seq=54 ttl=41 time=44.2 ms
[2023-05-14 16:29:36.206177] 46 bytes from 3.129.108.199: icmp_seq=55 ttl=41 time=44.3 ms
[2023-05-14 16:29:36.406132] 46 bytes from 3.129.108.199: icmp_seq=56 ttl=41 time=43.3 ms
[2023-05-14 16:29:36.606089] 46 bytes from 3.129.108.199: icmp_seq=57 ttl=41 time=42.3 ms
[2023-05-14 16:29:36.809258] 46 bytes from 3.129.108.199: icmp_seq=58 ttl=41 time=44.4 ms
[2023-05-14 16:29:37.013644] 46 bytes from 3.129.108.199: icmp_seq=59 ttl=41 time=47.7 ms
[2023-05-14 16:29:37.209178] 46 bytes from 3.129.108.199: icmp_seq=60 ttl=41 time=43.8 ms
[2023-05-14 16:29:37.419627] 46 bytes from 3.129.108.199: icmp_seq=61 ttl=41 time=53.6 ms
[2023-05-14 16:29:37.616163] 46 bytes from 3.129.108.199: icmp_seq=62 ttl=41 time=50.0 ms
[2023-05-14 16:29:37.811338] 46 bytes from 3.129.108.199: icmp_seq=63 ttl=41 time=44.5 ms
[2023-05-14 16:29:38.014376] 46 bytes from 3.129.108.199: icmp_seq=64 ttl=41 time=46.2 ms
[2023-05-14 16:29:38.211150] 46 bytes from 3.129.108.199: icmp_seq=65 ttl=41 time=43.2 ms
[2023-05-14 16:29:38.411085] 46 bytes from 3.129.108.199: icmp_seq=66 ttl=41 time=42.4 ms
[2023-05-14 16:29:38.611098] 46 bytes from 3.129.108.199: icmp_seq=67 ttl=41 time=41.5 ms
[2023-05-14 16:29:38.814227] 46 bytes from 3.129.108.199: icmp_seq=68 ttl=41 time=43.3 ms
[2023-05-14 16:29:39.014130] 46 bytes from 3.129.108.199: icmp_seq=69 ttl=41 time=42.2 ms
[2023-05-14 16:29:39.216096] 46 bytes from 3.129.108.199: icmp_seq=70 ttl=41 time=44.3 ms
[2023-05-14 16:29:39.416127] 46 bytes from 3.129.108.199: icmp_seq=71 ttl=41 time=43.4 ms
[2023-05-14 16:29:39.614112] 46 bytes from 3.129.108.199: icmp_seq=72 ttl=41 time=40.3 ms
[2023-05-14 16:29:39.819145] 46 bytes from 3.129.108.199: icmp_seq=73 ttl=41 time=44.4 ms
[2023-05-14 16:29:40.024258] 46 bytes from 3.129.108.199: icmp_seq=74 ttl=41 time=48.3 ms
[2023-05-14 16:29:40.221303] 46 bytes from 3.129.108.199: icmp_seq=75 ttl=41 time=45.4 ms
[2023-05-14 16:29:40.423317] 46 bytes from 3.129.108.199: icmp_seq=76 ttl=41 time=46.5 ms
[2023-05-14 16:29:40.619185] 46 bytes from 3.129.108.199: icmp_seq=77 ttl=41 time=41.2 ms
[2023-05-14 16:29:40.826136] 46 bytes from 3.129.108.199: icmp_seq=78 ttl=41 time=47.4 ms
[2023-05-14 16:29:41.021201] 46 bytes from 3.129.108.199: icmp_seq=79 ttl=41 time=41.4 ms
