Start time: 1684081908624
[2023-05-14 12:31:48.759451] PING 3.129.108.199 (3.129.108.199) 38(66) bytes of data.
[2023-05-14 12:31:48.760200] 46 bytes from 3.129.108.199: icmp_seq=1 ttl=48 time=97.6 ms
[2023-05-14 12:31:48.927205] 46 bytes from 3.129.108.199: icmp_seq=2 ttl=48 time=64.1 ms
[2023-05-14 12:31:49.120401] 46 bytes from 3.129.108.199: icmp_seq=3 ttl=48 time=56.5 ms
[2023-05-14 12:31:49.318208] 46 bytes from 3.129.108.199: icmp_seq=4 ttl=48 time=53.0 ms
[2023-05-14 12:31:49.518517] 46 bytes from 3.129.108.199: icmp_seq=5 ttl=48 time=52.6 ms
[2023-05-14 12:31:49.718128] 46 bytes from 3.129.108.199: icmp_seq=6 ttl=48 time=52.1 ms
[2023-05-14 12:31:49.928567] 46 bytes from 3.129.108.199: icmp_seq=7 ttl=48 time=61.7 ms
[2023-05-14 12:31:50.118323] 46 bytes from 3.129.108.199: icmp_seq=8 ttl=48 time=51.1 ms
[2023-05-14 12:31:50.332692] 46 bytes from 3.129.108.199: icmp_seq=9 ttl=48 time=64.6 ms
[2023-05-14 12:31:50.530453] 46 bytes from 3.129.108.199: icmp_seq=10 ttl=48 time=59.9 ms
[2023-05-14 12:31:50.728390] 46 bytes from 3.129.108.199: icmp_seq=11 ttl=48 time=59.3 ms
[2023-05-14 12:31:50.937361] 46 bytes from 3.129.108.199: icmp_seq=12 ttl=48 time=67.3 ms
[2023-05-14 12:31:51.136767] 46 bytes from 3.129.108.199: icmp_seq=13 ttl=48 time=65.4 ms
[2023-05-14 12:31:51.330178] 46 bytes from 3.129.108.199: icmp_seq=14 ttl=48 time=58.8 ms
[2023-05-14 12:31:51.528157] 46 bytes from 3.129.108.199: icmp_seq=15 ttl=48 time=56.3 ms
[2023-05-14 12:31:51.730132] 46 bytes from 3.129.108.199: icmp_seq=16 ttl=48 time=57.2 ms
