Start time: 1684265166553
[2023-05-16 14:26:06.678514] PING 3.129.108.199 (3.129.108.199) 38(66) bytes of data.
[2023-05-16 14:26:06.678861] 46 bytes from 3.129.108.199: icmp_seq=1 ttl=51 time=59.3 ms
[2023-05-16 14:26:06.854768] 46 bytes from 3.129.108.199: icmp_seq=2 ttl=51 time=37.5 ms
[2023-05-16 14:26:07.074691] 46 bytes from 3.129.108.199: icmp_seq=3 ttl=51 time=56.1 ms
[2023-05-16 14:26:07.277822] 46 bytes from 3.129.108.199: icmp_seq=4 ttl=51 time=58.3 ms
[2023-05-16 14:26:07.474877] 46 bytes from 3.129.108.199: icmp_seq=5 ttl=51 time=54.4 ms
[2023-05-16 14:26:07.674713] 46 bytes from 3.129.108.199: icmp_seq=6 ttl=51 time=53.1 ms
[2023-05-16 14:26:07.874974] 46 bytes from 3.129.108.199: icmp_seq=7 ttl=51 time=52.4 ms
[2023-05-16 14:26:08.077258] 46 bytes from 3.129.108.199: icmp_seq=8 ttl=51 time=53.4 ms
[2023-05-16 14:26:08.274924] 46 bytes from 3.129.108.199: icmp_seq=9 ttl=51 time=50.8 ms
[2023-05-16 14:26:08.476067] 46 bytes from 3.129.108.199: icmp_seq=10 ttl=51 time=51.4 ms
[2023-05-16 14:26:08.674993] 46 bytes from 3.129.108.199: icmp_seq=11 ttl=51 time=49.3 ms
[2023-05-16 14:26:08.875155] 46 bytes from 3.129.108.199: icmp_seq=12 ttl=51 time=48.4 ms
[2023-05-16 14:26:09.084567] 46 bytes from 3.129.108.199: icmp_seq=13 ttl=51 time=56.5 ms
[2023-05-16 14:26:09.278569] 46 bytes from 3.129.108.199: icmp_seq=14 ttl=51 time=50.2 ms
[2023-05-16 14:26:09.474833] 46 bytes from 3.129.108.199: icmp_seq=15 ttl=51 time=45.5 ms
[2023-05-16 14:26:09.689641] 46 bytes from 3.129.108.199: icmp_seq=16 ttl=51 time=60.2 ms
[2023-05-16 14:26:09.880956] 46 bytes from 3.129.108.199: icmp_seq=17 ttl=51 time=50.4 ms
[2023-05-16 14:26:10.074531] 46 bytes from 3.129.108.199: icmp_seq=18 ttl=51 time=43.9 ms
[2023-05-16 14:26:10.274776] 46 bytes from 3.129.108.199: icmp_seq=19 ttl=51 time=43.4 ms
[2023-05-16 14:26:10.475035] 46 bytes from 3.129.108.199: icmp_seq=20 ttl=51 time=42.4 ms
[2023-05-16 14:26:10.696929] 46 bytes from 3.129.108.199: icmp_seq=21 ttl=51 time=64.1 ms
[2023-05-16 14:26:10.895953] 46 bytes from 3.129.108.199: icmp_seq=22 ttl=51 time=62.2 ms
[2023-05-16 14:26:11.098625] 46 bytes from 3.129.108.199: icmp_seq=23 ttl=51 time=64.1 ms
[2023-05-16 14:26:11.294563] 46 bytes from 3.129.108.199: icmp_seq=24 ttl=51 time=59.2 ms
[2023-05-16 14:26:11.474654] 46 bytes from 3.129.108.199: icmp_seq=25 ttl=51 time=38.5 ms
[2023-05-16 14:26:11.674811] 46 bytes from 3.129.108.199: icmp_seq=26 ttl=51 time=37.5 ms
[2023-05-16 14:26:11.901688] 46 bytes from 3.129.108.199: icmp_seq=27 ttl=51 time=63.2 ms
[2023-05-16 14:26:12.099489] 46 bytes from 3.129.108.199: icmp_seq=28 ttl=51 time=60.2 ms
[2023-05-16 14:26:12.296004] 46 bytes from 3.129.108.199: icmp_seq=29 ttl=51 time=55.6 ms
[2023-05-16 14:26:12.501729] 46 bytes from 3.129.108.199: icmp_seq=30 ttl=51 time=61.0 ms
[2023-05-16 14:26:12.680859] 46 bytes from 3.129.108.199: icmp_seq=31 ttl=51 time=39.2 ms
[2023-05-16 14:26:12.895994] 46 bytes from 3.129.108.199: icmp_seq=32 ttl=51 time=53.4 ms
[2023-05-16 14:26:13.094955] 46 bytes from 3.129.108.199: icmp_seq=33 ttl=51 time=51.1 ms
[2023-05-16 14:26:13.294501] 46 bytes from 3.129.108.199: icmp_seq=34 ttl=51 time=49.9 ms
[2023-05-16 14:26:13.494521] 46 bytes from 3.129.108.199: icmp_seq=35 ttl=51 time=49.4 ms
[2023-05-16 14:26:13.694795] 46 bytes from 3.129.108.199: icmp_seq=36 ttl=51 time=48.6 ms
[2023-05-16 14:26:13.897566] 46 bytes from 3.129.108.199: icmp_seq=37 ttl=51 time=50.2 ms
[2023-05-16 14:26:14.099499] 46 bytes from 3.129.108.199: icmp_seq=38 ttl=51 time=51.4 ms
[2023-05-16 14:26:14.294718] 46 bytes from 3.129.108.199: icmp_seq=39 ttl=51 time=45.5 ms
[2023-05-16 14:26:14.494843] 46 bytes from 3.129.108.199: icmp_seq=40 ttl=51 time=44.3 ms
