Start time: 1691511351254
[2023-08-08 12:15:51.451561] PING 54.197.223.49 (54.197.223.49) 38(66) bytes of data.
[2023-08-08 12:15:51.452328] 46 bytes from 54.197.223.49: icmp_seq=1 ttl=48 time=155 ms
[2023-08-08 12:15:51.566935] 46 bytes from 54.197.223.49: icmp_seq=2 ttl=48 time=69.7 ms
[2023-08-08 12:15:51.745360] 46 bytes from 54.197.223.49: icmp_seq=3 ttl=48 time=47.8 ms
[2023-08-08 12:15:52.070600] 46 bytes from 54.197.223.49: icmp_seq=4 ttl=48 time=172 ms
[2023-08-08 12:15:52.147474] 46 bytes from 54.197.223.49: icmp_seq=5 ttl=48 time=50.2 ms
[2023-08-08 12:15:52.345482] 46 bytes from 54.197.223.49: icmp_seq=6 ttl=48 time=47.2 ms
[2023-08-08 12:15:52.550198] 46 bytes from 54.197.223.49: icmp_seq=7 ttl=48 time=51.1 ms
[2023-08-08 12:15:52.746430] 46 bytes from 54.197.223.49: icmp_seq=8 ttl=48 time=46.5 ms
[2023-08-08 12:15:52.946234] 46 bytes from 54.197.223.49: icmp_seq=9 ttl=48 time=45.1 ms
[2023-08-08 12:15:53.190643] 46 bytes from 54.197.223.49: icmp_seq=10 ttl=48 time=88.5 ms
[2023-08-08 12:15:53.355404] 46 bytes from 54.197.223.49: icmp_seq=11 ttl=48 time=53.0 ms
[2023-08-08 12:15:53.555496] 46 bytes from 54.197.223.49: icmp_seq=12 ttl=48 time=52.2 ms
[2023-08-08 12:15:53.830278] 46 bytes from 54.197.223.49: icmp_seq=13 ttl=48 time=126 ms
[2023-08-08 12:15:53.957184] 46 bytes from 54.197.223.49: icmp_seq=14 ttl=48 time=52.3 ms
[2023-08-08 12:15:54.310069] 46 bytes from 54.197.223.49: icmp_seq=15 ttl=48 time=204 ms
[2023-08-08 12:15:54.355246] 46 bytes from 54.197.223.49: icmp_seq=16 ttl=48 time=49.3 ms
[2023-08-08 12:15:54.630258] 46 bytes from 54.197.223.49: icmp_seq=17 ttl=48 time=123 ms
[2023-08-08 12:15:54.761350] 46 bytes from 54.197.223.49: icmp_seq=18 ttl=48 time=53.3 ms
[2023-08-08 12:15:54.962171] 46 bytes from 54.197.223.49: icmp_seq=19 ttl=48 time=53.1 ms
[2023-08-08 12:15:55.157692] 46 bytes from 54.197.223.49: icmp_seq=20 ttl=48 time=47.7 ms
[2023-08-08 12:15:55.361619] 46 bytes from 54.197.223.49: icmp_seq=21 ttl=48 time=51.2 ms
[2023-08-08 12:15:55.563373] 46 bytes from 54.197.223.49: icmp_seq=22 ttl=48 time=52.0 ms
[2023-08-08 12:15:55.766463] 46 bytes from 54.197.223.49: icmp_seq=23 ttl=48 time=54.4 ms
[2023-08-08 12:15:56.070250] 46 bytes from 54.197.223.49: icmp_seq=24 ttl=48 time=157 ms
[2023-08-08 12:15:56.175163] 46 bytes from 54.197.223.49: icmp_seq=25 ttl=48 time=62.4 ms
[2023-08-08 12:15:56.365497] 46 bytes from 54.197.223.49: icmp_seq=26 ttl=48 time=51.4 ms
[2023-08-08 12:15:56.565099] 46 bytes from 54.197.223.49: icmp_seq=27 ttl=48 time=51.0 ms
[2023-08-08 12:15:56.765537] 46 bytes from 54.197.223.49: icmp_seq=28 ttl=48 time=50.4 ms
[2023-08-08 12:15:56.965382] 46 bytes from 54.197.223.49: icmp_seq=29 ttl=48 time=50.2 ms
[2023-08-08 12:15:57.165440] 46 bytes from 54.197.223.49: icmp_seq=30 ttl=48 time=49.0 ms
[2023-08-08 12:15:57.365169] 46 bytes from 54.197.223.49: icmp_seq=31 ttl=48 time=48.2 ms
[2023-08-08 12:15:57.565510] 46 bytes from 54.197.223.49: icmp_seq=32 ttl=48 time=47.4 ms
[2023-08-08 12:15:57.765176] 46 bytes from 54.197.223.49: icmp_seq=33 ttl=48 time=46.0 ms
[2023-08-08 12:15:57.965358] 46 bytes from 54.197.223.49: icmp_seq=34 ttl=48 time=45.4 ms
[2023-08-08 12:15:58.310352] 46 bytes from 54.197.223.49: icmp_seq=35 ttl=48 time=189 ms
[2023-08-08 12:15:58.375080] 46 bytes from 54.197.223.49: icmp_seq=36 ttl=48 time=53.3 ms
[2023-08-08 12:15:58.574984] 46 bytes from 54.197.223.49: icmp_seq=37 ttl=48 time=52.4 ms
[2023-08-08 12:15:58.790576] 46 bytes from 54.197.223.49: icmp_seq=38 ttl=48 time=66.6 ms
[2023-08-08 12:15:58.975219] 46 bytes from 54.197.223.49: icmp_seq=39 ttl=48 time=50.9 ms
[2023-08-08 12:15:59.177450] 46 bytes from 54.197.223.49: icmp_seq=40 ttl=48 time=52.3 ms
[2023-08-08 12:15:59.375354] 46 bytes from 54.197.223.49: icmp_seq=41 ttl=48 time=49.1 ms
[2023-08-08 12:15:59.575324] 46 bytes from 54.197.223.49: icmp_seq=42 ttl=48 time=48.1 ms
[2023-08-08 12:15:59.776305] 46 bytes from 54.197.223.49: icmp_seq=43 ttl=48 time=48.3 ms
[2023-08-08 12:15:59.978397] 46 bytes from 54.197.223.49: icmp_seq=44 ttl=48 time=49.1 ms
[2023-08-08 12:16:00.175260] 46 bytes from 54.197.223.49: icmp_seq=45 ttl=48 time=45.0 ms
[2023-08-08 12:16:00.390294] 46 bytes from 54.197.223.49: icmp_seq=46 ttl=48 time=59.2 ms
[2023-08-08 12:16:00.585255] 46 bytes from 54.197.223.49: icmp_seq=47 ttl=48 time=53.3 ms
[2023-08-08 12:16:00.785355] 46 bytes from 54.197.223.49: icmp_seq=48 ttl=48 time=52.1 ms
[2023-08-08 12:16:00.986600] 46 bytes from 54.197.223.49: icmp_seq=49 ttl=48 time=52.2 ms
[2023-08-08 12:16:01.191815] 46 bytes from 54.197.223.49: icmp_seq=50 ttl=48 time=56.4 ms
[2023-08-08 12:16:01.385176] 46 bytes from 54.197.223.49: icmp_seq=51 ttl=48 time=48.8 ms
[2023-08-08 12:16:01.585175] 46 bytes from 54.197.223.49: icmp_seq=52 ttl=48 time=48.4 ms
[2023-08-08 12:16:01.785165] 46 bytes from 54.197.223.49: icmp_seq=53 ttl=48 time=47.5 ms
[2023-08-08 12:16:01.985486] 46 bytes from 54.197.223.49: icmp_seq=54 ttl=48 time=46.4 ms
[2023-08-08 12:16:02.185319] 46 bytes from 54.197.223.49: icmp_seq=55 ttl=48 time=45.1 ms
[2023-08-08 12:16:02.386237] 46 bytes from 54.197.223.49: icmp_seq=56 ttl=48 time=45.2 ms
[2023-08-08 12:16:02.630235] 46 bytes from 54.197.223.49: icmp_seq=57 ttl=48 time=88.3 ms
[2023-08-08 12:16:02.796494] 46 bytes from 54.197.223.49: icmp_seq=58 ttl=48 time=53.6 ms
[2023-08-08 12:16:02.998339] 46 bytes from 54.197.223.49: icmp_seq=59 ttl=48 time=55.0 ms
[2023-08-08 12:16:03.195357] 46 bytes from 54.197.223.49: icmp_seq=60 ttl=48 time=51.2 ms
[2023-08-08 12:16:03.395604] 46 bytes from 54.197.223.49: icmp_seq=61 ttl=48 time=50.6 ms
[2023-08-08 12:16:03.595241] 46 bytes from 54.197.223.49: icmp_seq=62 ttl=48 time=49.8 ms
[2023-08-08 12:16:03.910154] 46 bytes from 54.197.223.49: icmp_seq=63 ttl=48 time=164 ms
[2023-08-08 12:16:03.990378] 46 bytes from 54.197.223.49: icmp_seq=64 ttl=48 time=43.4 ms
[2023-08-08 12:16:04.230280] 46 bytes from 54.197.223.49: icmp_seq=65 ttl=48 time=82.2 ms
[2023-08-08 12:16:04.401864] 46 bytes from 54.197.223.49: icmp_seq=66 ttl=48 time=52.7 ms
[2023-08-08 12:16:04.595465] 46 bytes from 54.197.223.49: icmp_seq=67 ttl=48 time=45.7 ms
[2023-08-08 12:16:04.870164] 46 bytes from 54.197.223.49: icmp_seq=68 ttl=48 time=120 ms
[2023-08-08 12:16:04.995306] 46 bytes from 54.197.223.49: icmp_seq=69 ttl=48 time=44.4 ms
[2023-08-08 12:16:05.350387] 46 bytes from 54.197.223.49: icmp_seq=70 ttl=48 time=198 ms
