Start time: 1684253072945
[2023-05-16 12:04:33.073448] PING 3.129.108.199 (3.129.108.199) 38(66) bytes of data.
[2023-05-16 12:04:33.074160] 46 bytes from 3.129.108.199: icmp_seq=1 ttl=47 time=72.3 ms
[2023-05-16 12:04:33.262825] 46 bytes from 3.129.108.199: icmp_seq=2 ttl=47 time=60.7 ms
[2023-05-16 12:04:33.454822] 46 bytes from 3.129.108.199: icmp_seq=3 ttl=47 time=52.1 ms
[2023-05-16 12:04:33.655870] 46 bytes from 3.129.108.199: icmp_seq=4 ttl=47 time=52.6 ms
[2023-05-16 12:04:33.863505] 46 bytes from 3.129.108.199: icmp_seq=5 ttl=47 time=59.2 ms
[2023-05-16 12:04:34.054823] 46 bytes from 3.129.108.199: icmp_seq=6 ttl=47 time=49.6 ms
[2023-05-16 12:04:34.270843] 46 bytes from 3.129.108.199: icmp_seq=7 ttl=47 time=65.4 ms
[2023-05-16 12:04:34.455830] 46 bytes from 3.129.108.199: icmp_seq=8 ttl=47 time=49.4 ms
[2023-05-16 12:04:34.665583] 46 bytes from 3.129.108.199: icmp_seq=9 ttl=47 time=58.2 ms
[2023-05-16 12:04:34.865615] 46 bytes from 3.129.108.199: icmp_seq=10 ttl=47 time=57.5 ms
[2023-05-16 12:04:35.070661] 46 bytes from 3.129.108.199: icmp_seq=11 ttl=47 time=61.4 ms
[2023-05-16 12:04:35.280587] 46 bytes from 3.129.108.199: icmp_seq=12 ttl=47 time=70.5 ms
[2023-05-16 12:04:35.465503] 46 bytes from 3.129.108.199: icmp_seq=13 ttl=47 time=54.4 ms
[2023-05-16 12:04:35.664773] 46 bytes from 3.129.108.199: icmp_seq=14 ttl=47 time=52.6 ms
[2023-05-16 12:04:35.875925] 46 bytes from 3.129.108.199: icmp_seq=15 ttl=47 time=63.5 ms
[2023-05-16 12:04:36.064562] 46 bytes from 3.129.108.199: icmp_seq=16 ttl=47 time=51.1 ms
[2023-05-16 12:04:36.280699] 46 bytes from 3.129.108.199: icmp_seq=17 ttl=47 time=66.5 ms
[2023-05-16 12:04:36.474502] 46 bytes from 3.129.108.199: icmp_seq=18 ttl=47 time=58.5 ms
[2023-05-16 12:04:36.668541] 46 bytes from 3.129.108.199: icmp_seq=19 ttl=47 time=52.6 ms
[2023-05-16 12:04:36.880705] 46 bytes from 3.129.108.199: icmp_seq=20 ttl=47 time=63.6 ms
[2023-05-16 12:04:37.084706] 46 bytes from 3.129.108.199: icmp_seq=21 ttl=47 time=66.4 ms
[2023-05-16 12:04:37.282729] 46 bytes from 3.129.108.199: icmp_seq=22 ttl=47 time=63.3 ms
[2023-05-16 12:04:37.474932] 46 bytes from 3.129.108.199: icmp_seq=23 ttl=47 time=54.4 ms
[2023-05-16 12:04:37.675877] 46 bytes from 3.129.108.199: icmp_seq=24 ttl=47 time=54.3 ms
[2023-05-16 12:04:37.891004] 46 bytes from 3.129.108.199: icmp_seq=25 ttl=47 time=68.5 ms
[2023-05-16 12:04:38.077512] 46 bytes from 3.129.108.199: icmp_seq=26 ttl=47 time=54.0 ms
[2023-05-16 12:04:38.277293] 46 bytes from 3.129.108.199: icmp_seq=27 ttl=47 time=50.6 ms
[2023-05-16 12:04:38.475407] 46 bytes from 3.129.108.199: icmp_seq=28 ttl=47 time=50.4 ms
[2023-05-16 12:04:38.675812] 46 bytes from 3.129.108.199: icmp_seq=29 ttl=47 time=49.7 ms
[2023-05-16 12:04:38.875863] 46 bytes from 3.129.108.199: icmp_seq=30 ttl=47 time=49.4 ms
[2023-05-16 12:04:39.087538] 46 bytes from 3.129.108.199: icmp_seq=31 ttl=47 time=60.1 ms
[2023-05-16 12:04:39.275191] 46 bytes from 3.129.108.199: icmp_seq=32 ttl=47 time=46.6 ms
[2023-05-16 12:04:39.492609] 46 bytes from 3.129.108.199: icmp_seq=33 ttl=47 time=63.9 ms
[2023-05-16 12:04:39.684627] 46 bytes from 3.129.108.199: icmp_seq=34 ttl=47 time=55.4 ms
[2023-05-16 12:04:39.884781] 46 bytes from 3.129.108.199: icmp_seq=35 ttl=47 time=54.5 ms
[2023-05-16 12:04:40.092864] 46 bytes from 3.129.108.199: icmp_seq=36 ttl=47 time=61.4 ms
[2023-05-16 12:04:40.284980] 46 bytes from 3.129.108.199: icmp_seq=37 ttl=47 time=52.4 ms
[2023-05-16 12:04:40.484985] 46 bytes from 3.129.108.199: icmp_seq=38 ttl=47 time=51.2 ms
[2023-05-16 12:04:40.684518] 46 bytes from 3.129.108.199: icmp_seq=39 ttl=47 time=50.0 ms
[2023-05-16 12:04:40.892581] 46 bytes from 3.129.108.199: icmp_seq=40 ttl=47 time=57.5 ms
