Start time: 1691252321574
[2023-08-05 12:18:41.690710] PING 54.197.223.49 (54.197.223.49) 38(66) bytes of data.
[2023-08-05 12:18:41.691126] 46 bytes from 54.197.223.49: icmp_seq=1 ttl=46 time=49.6 ms
[2023-08-05 12:18:41.871059] 46 bytes from 54.197.223.49: icmp_seq=2 ttl=46 time=42.8 ms
[2023-08-05 12:18:42.071466] 46 bytes from 54.197.223.49: icmp_seq=3 ttl=46 time=42.7 ms
[2023-08-05 12:18:42.290856] 46 bytes from 54.197.223.49: icmp_seq=4 ttl=46 time=61.5 ms
[2023-08-05 12:18:42.477435] 46 bytes from 54.197.223.49: icmp_seq=5 ttl=46 time=48.0 ms
[2023-08-05 12:18:42.681006] 46 bytes from 54.197.223.49: icmp_seq=6 ttl=46 time=50.8 ms
[2023-08-05 12:18:42.872273] 46 bytes from 54.197.223.49: icmp_seq=7 ttl=46 time=41.7 ms
[2023-08-05 12:18:43.075121] 46 bytes from 54.197.223.49: icmp_seq=8 ttl=46 time=44.0 ms
[2023-08-05 12:18:43.286407] 46 bytes from 54.197.223.49: icmp_seq=9 ttl=46 time=54.4 ms
[2023-08-05 12:18:43.480660] 46 bytes from 54.197.223.49: icmp_seq=10 ttl=46 time=47.5 ms
[2023-08-05 12:18:43.677003] 46 bytes from 54.197.223.49: icmp_seq=11 ttl=46 time=43.7 ms
[2023-08-05 12:18:43.881099] 46 bytes from 54.197.223.49: icmp_seq=12 ttl=46 time=47.3 ms
[2023-08-05 12:18:44.090073] 46 bytes from 54.197.223.49: icmp_seq=13 ttl=46 time=55.3 ms
[2023-08-05 12:18:44.285008] 46 bytes from 54.197.223.49: icmp_seq=14 ttl=46 time=49.2 ms
[2023-08-05 12:18:44.487856] 46 bytes from 54.197.223.49: icmp_seq=15 ttl=46 time=51.3 ms
[2023-08-05 12:18:44.688076] 46 bytes from 54.197.223.49: icmp_seq=16 ttl=46 time=50.6 ms
[2023-08-05 12:18:44.886036] 46 bytes from 54.197.223.49: icmp_seq=17 ttl=46 time=47.4 ms
[2023-08-05 12:18:45.087425] 46 bytes from 54.197.223.49: icmp_seq=18 ttl=46 time=47.6 ms
[2023-08-05 12:18:45.286322] 46 bytes from 54.197.223.49: icmp_seq=19 ttl=46 time=46.1 ms
[2023-08-05 12:18:45.486264] 46 bytes from 54.197.223.49: icmp_seq=20 ttl=46 time=45.1 ms
[2023-08-05 12:18:45.687036] 46 bytes from 54.197.223.49: icmp_seq=21 ttl=46 time=45.1 ms
[2023-08-05 12:18:45.892607] 46 bytes from 54.197.223.49: icmp_seq=22 ttl=46 time=49.8 ms
[2023-08-05 12:18:46.086977] 46 bytes from 54.197.223.49: icmp_seq=23 ttl=46 time=43.8 ms
[2023-08-05 12:18:46.277020] 46 bytes from 54.197.223.49: icmp_seq=24 ttl=46 time=33.3 ms
[2023-08-05 12:18:46.495184] 46 bytes from 54.197.223.49: icmp_seq=25 ttl=46 time=50.1 ms
[2023-08-05 12:18:46.695063] 46 bytes from 54.197.223.49: icmp_seq=26 ttl=46 time=49.1 ms
[2023-08-05 12:18:46.889877] 46 bytes from 54.197.223.49: icmp_seq=27 ttl=46 time=43.3 ms
